pipeline,k,qid,token_f1,faithfulness,answerability,recall_at_k
bm25,3,REC_087,0.0,0.0,1.0,
bm25,3,REC_088,0.057692307692307696,0.0,0.0,1.0
bm25,3,REC_089,0.26666666666666666,0.75,1.0,1.0
bm25,3,REC_090,0.03571428571428572,0.0,0.0,1.0
bm25,3,REC_091,0.0,1.0,0.0,
bm25,3,REC_092,0.0,0.0,1.0,
bm25,3,REC_093,0.0,1.0,1.0,
bm25,3,REC_094,0.2745098039215686,0.8,1.0,1.0
bm25,3,REC_095,0.0,0.0,1.0,
bm25,3,REC_096,0.0,1.0,1.0,
bm25,3,REC_097,0.0,0.6666666666666666,0.0,
bm25,3,REC_098,0.1111111111111111,0.5,0.0,0.0
bm25,3,REC_099,0.0,0.0,0.0,1.0
bm25,3,REC_100,0.0,1.0,1.0,
bm25,3,REC_101,0.0,0.5,1.0,
bm25,3,REC_102,0.06060606060606061,1.0,1.0,0.0
bm25,3,REC_103,0.12903225806451615,1.0,1.0,1.0
bm25,3,REC_104,0.060606060606060615,1.0,1.0,1.0
bm25,3,REC_105,0.0,0.875,1.0,0.0
bm25,3,REC_106,0.0,1.0,0.0,0.0
bm25,3,REC_107,0.0,1.0,0.0,1.0
bm25,3,REC_108,0.04,1.0,0.0,0.0
bm25,3,REC_109,0.22857142857142856,1.0,1.0,1.0
bm25,3,REC_110,0.0,1.0,1.0,
bm25,3,REC_111,0.0,1.0,1.0,
bm25,3,REC_112,0.08333333333333333,1.0,1.0,1.0
bm25,3,REC_113,0.3111111111111111,0.8,1.0,1.0
bm25,3,REC_114,0.1834862385321101,0.8571428571428571,1.0,1.0
bm25,3,REC_115,0.14285714285714282,1.0,1.0,1.0
bm25,3,REC_116,0.22222222222222224,0.8,1.0,1.0
bm25,3,REC_117,0.06153846153846154,0.8571428571428571,1.0,1.0
bm25,3,REC_118,0.27027027027027023,0.5,0.0,0.0
bm25,3,REC_119,0.26415094339622647,0.8,1.0,0.0
bm25,3,REC_120,0.1851851851851852,0.6666666666666666,1.0,1.0
bm25,3,REC_121,0.07547169811320754,1.0,0.0,0.0
bm25,3,REC_122,0.0,0.5,1.0,
bm25,3,REC_123,0.0,0.0,1.0,
bm25,3,REC_124,0.0,1.0,1.0,
bm25,3,REC_125,0.0,0.0,0.0,0.0
bm25,3,REC_126,0.060606060606060615,0.5,1.0,1.0
bm25,3,REC_127,0.0,0.0,0.0,0.0
bm25,3,REC_128,0.0,0.0,1.0,
bm25,3,REC_129,0.0,0.0,1.0,
bm25,3,REC_130,0.0,0.0,1.0,
bm25,3,REC_131,0.0,1.0,1.0,
bm25,3,REC_132,0.11494252873563218,1.0,1.0,0.0
bm25,3,REC_133,0.08333333333333334,0.0,0.0,0.0
bm25,3,REC_134,0.17567567567567569,0.625,1.0,0.0
bm25,3,REC_135,0.05128205128205128,0.8,1.0,1.0
bm25,3,REC_136,0.05128205128205127,0.0,0.0,0.0
bm25,3,REC_137,0.0,1.0,1.0,
bm25,3,REC_138,0.047619047619047616,1.0,0.0,0.0
bm25,3,REC_139,0.0,1.0,1.0,
bm25,3,REC_140,0.0,1.0,1.0,
bm25,3,REC_141,0.13333333333333336,1.0,1.0,0.0
bm25,3,REC_142,0.0,0.0,1.0,
bm25,3,REC_143,0.0,0.0,1.0,
bm25,3,REC_144,0.0,1.0,1.0,1.0
bm25,3,REC_145,0.0,1.0,1.0,
bm25,3,REC_146,0.15384615384615383,1.0,1.0,0.0
bm25,3,REC_147,0.0,1.0,1.0,
bm25,3,REC_148,0.05405405405405406,1.0,0.0,0.0
bm25,3,REC_149,0.22222222222222224,0.8,1.0,1.0
bm25,3,REC_150,0.0,1.0,0.0,0.0
bm25,3,REC_151,0.0,0.0,1.0,
bm25,3,REC_152,0.3287671232876712,1.0,1.0,1.0
bm25,3,REC_153,0.0,1.0,0.0,0.0
bm25,3,REC_154,0.0,0.0,1.0,
bm25,3,REC_155,0.0,0.5,0.0,
bm25,3,REC_156,0.163265306122449,0.75,1.0,1.0
bm25,3,REC_157,0.0,1.0,0.0,0.0
bm25,3,REC_158,0.20689655172413793,0.75,1.0,0.0
bm25,3,REC_159,0.26666666666666666,0.6666666666666666,1.0,1.0
bm25,3,REC_160,0.17391304347826086,1.0,1.0,0.0
bm25,3,REC_161,0.0,1.0,1.0,
bm25,3,REC_162,0.04705882352941177,0.0,0.0,0.0
bm25,3,REC_163,0.0,1.0,1.0,
bm25,3,REC_164,0.0,0.0,0.0,0.0
bm25,3,REC_165,0.0,0.0,0.0,0.0
bm25,3,REC_166,0.046511627906976744,0.6,1.0,1.0
bm25,3,REC_167,0.0,1.0,1.0,
bm25,3,REC_168,0.2222222222222222,0.0,0.0,0.0
bm25,3,REC_169,0.06451612903225806,1.0,0.0,0.0
bm25,3,REC_170,0.0,0.0,1.0,
bm25,3,REC_171,0.0,0.0,1.0,
bm25,3,REC_172,0.0,0.0,0.0,
bm25,3,REC_173,0.2692307692307693,1.0,1.0,0.0
bm25,3,REC_174,0.08823529411764705,0.0,0.0,0.0
bm25,3,REC_175,0.20382165605095542,0.8333333333333334,1.0,0.0
bm25,3,REC_176,0.0,0.8571428571428571,0.0,
bm25,3,REC_177,0.3157894736842105,1.0,1.0,1.0
bm25,3,REC_178,0.13114754098360654,1.0,0.0,1.0
bm25,3,REC_179,0.3333333333333333,0.6,1.0,0.0
bm25,3,REC_180,0.24615384615384614,1.0,1.0,0.0
bm25,3,REC_181,0.04761904761904761,1.0,1.0,1.0
bm25,3,REC_182,0.0,1.0,0.0,
bm25,3,REC_183,0.05,0.0,0.0,0.0
bm25,3,REC_184,0.0,0.0,1.0,
bm25,3,REC_185,0.2857142857142857,0.8,1.0,0.0
bm25,3,REC_186,0.03703703703703704,0.0,0.0,0.0
bm25,3,REC_187,0.1758241758241758,0.8571428571428571,1.0,1.0
bm25,3,REC_188,0.14285714285714285,1.0,1.0,1.0
bm25,3,REC_189,0.0,0.0,1.0,
bm25,3,REC_190,0.16666666666666669,0.5,1.0,1.0
bm25,3,REC_191,0.0,0.0,0.0,0.0
bm25,3,REC_192,0.0,0.0,1.0,
bm25,3,REC_193,0.11538461538461536,0.0,0.0,0.0
bm25,3,REC_194,0.1754385964912281,1.0,1.0,1.0
bm25,3,REC_195,0.2857142857142857,0.8,1.0,0.0
bm25,3,REC_196,0.0,1.0,1.0,
bm25,3,REC_197,0.07142857142857142,1.0,0.0,0.0
bm25,3,REC_198,0.09374999999999999,0.8,1.0,0.0
bm25,3,REC_199,0.20512820512820512,1.0,1.0,0.0
bm25,3,REC_200,0.0425531914893617,0.0,0.0,0.0
bm25,5,REC_001,0.0,1.0,1.0,
bm25,5,REC_002,0.0,0.0,1.0,
bm25,5,REC_003,0.0,0.0,0.0,0.0
bm25,5,REC_004,0.0,1.0,1.0,1.0
bm25,5,REC_005,0.0,1.0,1.0,
bm25,5,REC_006,0.24137931034482757,1.0,1.0,0.0
bm25,5,REC_007,0.20689655172413796,1.0,1.0,1.0
bm25,5,REC_008,0.16666666666666666,1.0,1.0,1.0
bm25,5,REC_009,0.0,0.0,1.0,
bm25,5,REC_010,0.0,0.0,1.0,
bm25,5,REC_011,0.1981981981981982,0.8571428571428571,1.0,1.0
bm25,5,REC_012,0.125,0.0,0.0,1.0
bm25,5,REC_013,0.0,1.0,1.0,
bm25,5,REC_014,0.0,1.0,1.0,
bm25,5,REC_015,0.0,1.0,1.0,
bm25,5,REC_016,0.0,0.0,1.0,
bm25,5,REC_017,0.0,1.0,1.0,
bm25,5,REC_018,0.0,0.5,1.0,
bm25,5,REC_019,0.0,0.0,0.0,1.0
bm25,5,REC_020,0.0,0.0,1.0,
bm25,5,REC_021,0.0,1.0,1.0,
bm25,5,REC_022,0.0,1.0,1.0,
bm25,5,REC_023,0.0,0.0,0.0,1.0
bm25,5,REC_024,0.0,0.0,1.0,
bm25,5,REC_025,0.0,0.0,0.0,1.0
bm25,5,REC_026,0.3013698630136986,0.6666666666666666,1.0,1.0
bm25,5,REC_027,0.0,1.0,1.0,
bm25,5,REC_028,0.0,1.0,1.0,
bm25,5,REC_029,0.0,1.0,1.0,1.0
bm25,5,REC_030,0.0,1.0,0.0,0.0
bm25,5,REC_031,0.0,1.0,1.0,
bm25,5,REC_032,0.19753086419753085,1.0,1.0,1.0
bm25,5,REC_033,0.0,1.0,1.0,
bm25,5,REC_034,0.0,0.5,1.0,
bm25,5,REC_035,0.0,1.0,0.0,
bm25,5,REC_036,0.27586206896551724,1.0,1.0,1.0
bm25,5,REC_037,0.0,0.0,1.0,
bm25,5,REC_038,0.14285714285714285,0.8,1.0,1.0
bm25,5,REC_039,0.13114754098360654,1.0,1.0,0.0
bm25,5,REC_040,0.3448275862068966,1.0,1.0,1.0
bm25,5,REC_041,0.09090909090909091,0.3333333333333333,1.0,1.0
bm25,5,REC_042,0.0606060606060606,1.0,1.0,1.0
bm25,5,REC_043,0.1923076923076923,1.0,1.0,1.0
bm25,5,REC_044,0.19819819819819823,1.0,1.0,0.0
bm25,5,REC_045,0.0,0.0,1.0,
bm25,5,REC_046,0.33333333333333337,0.8,1.0,0.0
bm25,5,REC_047,0.3283582089552239,1.0,1.0,0.0
bm25,5,REC_048,0.2608695652173913,1.0,1.0,1.0
bm25,5,REC_049,0.02777777777777778,0.0,0.0,1.0
bm25,5,REC_050,0.20779220779220778,1.0,1.0,0.0
bm25,5,REC_051,0.3859649122807018,1.0,1.0,1.0
bm25,5,REC_052,0.0,1.0,0.0,
bm25,5,REC_053,0.0,1.0,1.0,1.0
bm25,5,REC_054,0.07547169811320754,0.0,0.0,1.0
bm25,5,REC_055,0.15,0.4,1.0,1.0
bm25,5,REC_056,0.0,1.0,1.0,
bm25,5,REC_057,0.0,0.0,0.0,0.0
bm25,5,REC_058,0.1791044776119403,1.0,1.0,1.0
bm25,5,REC_059,0.038461538461538464,1.0,1.0,0.0
bm25,5,REC_060,0.125,1.0,1.0,0.0
bm25,5,REC_061,0.0851063829787234,0.8,1.0,1.0
bm25,5,REC_062,0.375,1.0,1.0,1.0
bm25,5,REC_063,0.2619047619047619,1.0,0.0,1.0
bm25,5,REC_064,0.0,0.0,1.0,
bm25,5,REC_065,0.3181818181818182,0.875,1.0,1.0
bm25,5,REC_066,0.125,1.0,1.0,1.0
bm25,5,REC_067,0.0,1.0,1.0,
bm25,5,REC_068,0.10526315789473685,1.0,0.0,0.0
bm25,5,REC_069,0.0,0.0,1.0,
bm25,5,REC_070,0.1951219512195122,1.0,1.0,1.0
bm25,5,REC_071,0.039735099337748346,0.0,0.0,1.0
bm25,5,REC_072,0.0,0.0,0.0,0.0
bm25,5,REC_073,0.0303030303030303,0.0,0.0,0.0
bm25,5,REC_074,0.25,0.8,1.0,1.0
bm25,5,REC_075,0.13636363636363635,1.0,1.0,0.0
bm25,5,REC_076,0.0,1.0,1.0,
bm25,5,REC_077,0.18181818181818182,1.0,1.0,1.0
bm25,5,REC_078,0.0,1.0,1.0,
bm25,5,REC_079,0.0,1.0,1.0,
bm25,5,REC_080,0.0,1.0,1.0,
bm25,5,REC_081,0.0,1.0,0.0,
bm25,5,REC_082,0.0,0.0,1.0,
bm25,5,REC_083,0.16666666666666666,0.6666666666666666,1.0,1.0
bm25,5,REC_084,0.3,1.0,1.0,1.0
bm25,5,REC_085,0.15023474178403756,1.0,1.0,1.0
bm25,5,REC_086,0.09523809523809523,1.0,0.0,0.0
bm25,5,REC_087,0.0,1.0,1.0,
bm25,5,REC_088,0.15384615384615383,0.8,1.0,1.0
bm25,5,REC_089,0.1509433962264151,0.875,1.0,1.0
bm25,5,REC_090,0.03571428571428572,0.0,0.0,1.0
bm25,5,REC_091,0.0,1.0,1.0,
bm25,5,REC_092,0.0,0.0,1.0,
bm25,5,REC_093,0.0,1.0,1.0,
bm25,5,REC_094,0.26666666666666666,1.0,1.0,1.0
bm25,5,REC_095,0.0,1.0,1.0,
bm25,5,REC_096,0.0,1.0,1.0,
bm25,5,REC_097,0.0,0.75,0.0,
bm25,5,REC_098,0.09523809523809523,1.0,1.0,1.0
bm25,5,REC_099,0.0,0.0,0.0,1.0
bm25,5,REC_100,0.0,0.0,1.0,
bm25,5,REC_101,0.0,1.0,1.0,
bm25,5,REC_102,0.08108108108108109,1.0,1.0,0.0
bm25,5,REC_103,0.13186813186813187,0.8333333333333334,1.0,1.0
bm25,5,REC_104,0.09523809523809522,1.0,1.0,1.0
bm25,5,REC_105,0.0,0.8333333333333334,1.0,1.0
bm25,5,REC_106,0.0,1.0,0.0,0.0
bm25,5,REC_107,0.0,1.0,0.0,1.0
bm25,5,REC_108,0.04,1.0,0.0,0.0
bm25,5,REC_109,0.20689655172413793,1.0,1.0,1.0
bm25,5,REC_110,0.0,1.0,1.0,
bm25,5,REC_111,0.0,1.0,1.0,
bm25,5,REC_112,0.1,1.0,1.0,1.0
bm25,5,REC_113,0.08695652173913043,0.0,0.0,1.0
bm25,5,REC_114,0.17857142857142858,0.8571428571428571,1.0,1.0
bm25,5,REC_115,0.18390804597701152,1.0,1.0,1.0
bm25,5,REC_116,0.20833333333333331,1.0,1.0,1.0
bm25,5,REC_117,0.09756097560975609,0.6666666666666666,1.0,1.0
bm25,5,REC_118,0.23809523809523808,1.0,1.0,1.0
bm25,5,REC_119,0.2857142857142857,1.0,1.0,0.0
bm25,5,REC_120,0.15384615384615383,1.0,1.0,1.0
bm25,5,REC_121,0.07547169811320754,1.0,0.0,0.0
bm25,5,REC_122,0.0,0.5,1.0,
bm25,5,REC_123,0.0,0.0,1.0,
bm25,5,REC_124,0.0,1.0,1.0,
bm25,5,REC_125,0.0,0.0,0.0,0.0
bm25,5,REC_126,0.0,0.0,0.0,1.0
bm25,5,REC_127,0.0,0.0,0.0,0.0
bm25,5,REC_128,0.0,0.0,1.0,
bm25,5,REC_129,0.0,0.0,1.0,
bm25,5,REC_130,0.0,1.0,1.0,
bm25,5,REC_131,0.0,1.0,1.0,
bm25,5,REC_132,0.12658227848101267,1.0,1.0,0.0
bm25,5,REC_133,0.08333333333333334,0.0,0.0,0.0
bm25,5,REC_134,0.1739130434782609,0.75,1.0,0.0
bm25,5,REC_135,0.0,0.5,0.0,1.0
bm25,5,REC_136,0.05128205128205127,0.0,0.0,1.0
bm25,5,REC_137,0.0,1.0,1.0,
bm25,5,REC_138,0.047619047619047616,0.0,0.0,0.0
bm25,5,REC_139,0.0,1.0,1.0,
bm25,5,REC_140,0.0,1.0,1.0,
bm25,5,REC_141,0.08695652173913042,1.0,1.0,0.0
bm25,5,REC_142,0.0,0.0,1.0,
bm25,5,REC_143,0.0,0.0,1.0,
bm25,5,REC_144,0.0,1.0,1.0,1.0
bm25,5,REC_145,0.0,1.0,1.0,
bm25,5,REC_146,0.2278481012658228,1.0,1.0,1.0
bm25,5,REC_147,0.0,0.0,1.0,
bm25,5,REC_148,0.05405405405405406,0.0,0.0,0.0
bm25,5,REC_149,0.225,0.8333333333333334,1.0,1.0
bm25,5,REC_150,0.0,1.0,0.0,0.0
bm25,5,REC_151,0.0,0.0,1.0,
bm25,5,REC_152,0.30769230769230765,1.0,1.0,1.0
bm25,5,REC_153,0.0,1.0,0.0,0.0
bm25,5,REC_154,0.0,0.0,1.0,
bm25,5,REC_155,0.0,1.0,1.0,
bm25,5,REC_156,0.08695652173913045,1.0,1.0,1.0
bm25,5,REC_157,0.0,1.0,1.0,0.0
bm25,5,REC_158,0.13114754098360654,1.0,1.0,1.0
bm25,5,REC_159,0.22950819672131145,1.0,1.0,1.0
bm25,5,REC_160,0.3272727272727273,1.0,1.0,0.0
bm25,5,REC_161,0.0,1.0,1.0,
bm25,5,REC_162,0.04705882352941177,0.0,0.0,0.0
bm25,5,REC_163,0.0,1.0,1.0,
bm25,5,REC_164,0.0,0.0,0.0,0.0
bm25,5,REC_165,0.0,0.0,0.0,0.0
bm25,5,REC_166,0.05555555555555555,0.75,1.0,1.0
bm25,5,REC_167,0.0,1.0,1.0,
bm25,5,REC_168,0.2222222222222222,0.0,0.0,1.0
bm25,5,REC_169,0.06451612903225806,1.0,0.0,0.0
bm25,5,REC_170,0.0,0.0,1.0,
bm25,5,REC_171,0.0,0.0,1.0,
bm25,5,REC_172,0.0,0.0,0.0,
bm25,5,REC_173,0.2692307692307693,1.0,1.0,0.0
bm25,5,REC_174,0.08823529411764705,0.0,0.0,0.0
bm25,5,REC_175,0.27058823529411763,1.0,1.0,0.0
bm25,5,REC_176,0.0,1.0,0.0,
bm25,5,REC_177,0.35955056179775274,1.0,1.0,1.0
bm25,5,REC_178,0.13114754098360654,1.0,0.0,1.0
bm25,5,REC_179,0.3125,0.7142857142857143,1.0,0.0
bm25,5,REC_180,0.21782178217821782,0.875,1.0,0.0
bm25,5,REC_181,0.0,0.0,0.0,1.0
bm25,5,REC_182,0.0,1.0,0.0,
bm25,5,REC_183,0.05,0.0,0.0,0.0
bm25,5,REC_184,0.0,0.0,1.0,
bm25,5,REC_185,0.3529411764705882,1.0,1.0,0.0
bm25,5,REC_186,0.03703703703703704,0.0,0.0,0.0
bm25,5,REC_187,0.13483146067415733,0.6,1.0,1.0
bm25,5,REC_188,0.14084507042253522,0.8,1.0,1.0
bm25,5,REC_189,0.0,0.0,1.0,
bm25,5,REC_190,0.0923076923076923,1.0,1.0,1.0
bm25,5,REC_191,0.0,0.0,0.0,0.0
bm25,5,REC_192,0.0,1.0,1.0,
bm25,5,REC_193,0.11538461538461536,1.0,0.0,0.0
bm25,5,REC_194,0.2105263157894737,0.8,1.0,1.0
bm25,5,REC_195,0.16666666666666666,0.75,1.0,0.0
bm25,5,REC_196,0.0,1.0,1.0,
bm25,5,REC_197,0.07142857142857142,1.0,0.0,0.0
bm25,5,REC_198,0.13953488372093026,0.75,1.0,0.0
bm25,5,REC_199,0.30612244897959184,1.0,1.0,0.0
bm25,5,REC_200,0.0425531914893617,1.0,0.0,0.0
dense,10,REC_001,0.0,1.0,1.0,
dense,10,REC_002,0.0,0.0,1.0,
dense,10,REC_003,0.0,0.0,0.0,1.0
dense,10,REC_004,0.0,1.0,1.0,1.0
dense,10,REC_005,0.0,0.0,1.0,
dense,10,REC_006,0.22580645161290322,,1.0,1.0
dense,10,REC_007,0.08695652173913045,,1.0,1.0
dense,10,REC_008,0.12000000000000001,0.8,1.0,1.0
dense,10,REC_009,0.0,0.0,1.0,
dense,10,REC_010,0.0,0.0,1.0,
dense,10,REC_011,0.1848739495798319,0.7142857142857143,1.0,1.0
dense,10,REC_012,0.125,0.0,0.0,1.0
dense,10,REC_013,0.0,1.0,1.0,
dense,10,REC_014,0.0,0.0,1.0,
dense,10,REC_015,0.0,1.0,1.0,
dense,10,REC_016,0.0,1.0,1.0,
dense,10,REC_017,0.0,0.0,1.0,
dense,10,REC_018,0.0,0.5,1.0,
dense,10,REC_019,0.0,0.0,0.0,1.0
dense,10,REC_020,0.0,0.0,1.0,
dense,10,REC_021,0.0,1.0,1.0,
dense,10,REC_022,0.0,1.0,1.0,
dense,10,REC_023,0.0,0.0,0.0,1.0
dense,10,REC_024,0.0,0.0,1.0,
dense,10,REC_025,0.0,0.0,0.0,1.0
dense,10,REC_026,0.22988505747126436,0.875,1.0,1.0
dense,10,REC_027,0.0,0.0,1.0,
dense,10,REC_028,0.0,1.0,1.0,
dense,10,REC_029,0.0,0.6,1.0,1.0
dense,10,REC_030,0.0,1.0,0.0,1.0
dense,10,REC_031,0.0,1.0,1.0,
dense,10,REC_032,0.19512195121951217,1.0,1.0,1.0
dense,10,REC_033,0.0,1.0,1.0,
dense,10,REC_034,0.0,0.5,1.0,
dense,10,REC_035,0.0,1.0,0.0,
dense,10,REC_036,0.1875,1.0,1.0,1.0
dense,10,REC_037,0.0,0.0,1.0,
dense,10,REC_038,0.1797752808988764,1.0,1.0,1.0
dense,10,REC_039,0.11267605633802817,1.0,1.0,1.0
dense,10,REC_040,0.2285714285714286,1.0,1.0,1.0
dense,10,REC_041,0.16666666666666666,1.0,1.0,1.0
dense,10,REC_042,0.058823529411764705,1.0,1.0,1.0
dense,10,REC_043,0.4324324324324324,1.0,1.0,1.0
dense,10,REC_044,0.18518518518518517,0.8,1.0,1.0
dense,10,REC_045,0.0,0.0,1.0,
dense,10,REC_046,0.25600000000000006,0.75,1.0,1.0
dense,10,REC_047,0.273972602739726,1.0,1.0,1.0
dense,10,REC_048,0.2571428571428572,0.8333333333333334,1.0,1.0
dense,10,REC_049,0.02777777777777778,0.0,0.0,1.0
dense,10,REC_050,0.20833333333333331,1.0,1.0,1.0
dense,10,REC_051,0.047619047619047616,0.0,0.0,1.0
dense,10,REC_052,0.0,1.0,0.0,
dense,10,REC_053,0.0,1.0,1.0,1.0
dense,10,REC_054,0.07547169811320754,0.0,0.0,1.0
dense,10,REC_055,0.16470588235294117,0.8333333333333334,1.0,1.0
dense,10,REC_056,0.0,1.0,1.0,
dense,10,REC_057,0.0784313725490196,1.0,1.0,1.0
dense,10,REC_058,0.10526315789473684,0.0,0.0,1.0
dense,10,REC_059,0.08888888888888889,1.0,1.0,1.0
dense,10,REC_060,0.08333333333333333,1.0,1.0,1.0
dense,10,REC_061,0.07547169811320754,0.8571428571428571,1.0,1.0
dense,10,REC_062,0.3,1.0,1.0,1.0
dense,10,REC_063,0.2898550724637681,0.6666666666666666,1.0,1.0
dense,10,REC_064,0.0,0.0,1.0,
dense,10,REC_065,0.16666666666666666,0.75,1.0,1.0
dense,10,REC_066,0.21276595744680854,1.0,1.0,1.0
dense,10,REC_067,0.0,1.0,1.0,
dense,10,REC_068,0.10526315789473685,1.0,0.0,1.0
dense,10,REC_069,0.0,0.0,1.0,
dense,10,REC_070,0.27956989247311825,0.8,1.0,1.0
dense,10,REC_071,0.039735099337748346,0.0,0.0,1.0
dense,10,REC_072,0.0,0.0,0.0,1.0
dense,10,REC_073,0.0303030303030303,0.0,0.0,1.0
dense,10,REC_074,0.19318181818181815,1.0,1.0,1.0
dense,10,REC_075,0.21052631578947367,1.0,1.0,1.0
dense,10,REC_076,0.0,1.0,1.0,
dense,10,REC_077,0.24000000000000002,1.0,1.0,1.0
dense,10,REC_078,0.0,1.0,1.0,
dense,10,REC_079,0.0,1.0,1.0,
dense,10,REC_080,0.0,1.0,1.0,
dense,10,REC_081,0.0,1.0,0.0,
dense,10,REC_082,0.0,0.0,1.0,
dense,10,REC_083,0.25316455696202533,0.75,1.0,1.0
dense,10,REC_084,0.25,1.0,1.0,1.0
dense,10,REC_085,0.18446601941747573,0.9090909090909091,1.0,1.0
dense,10,REC_086,0.09523809523809523,0.0,0.0,1.0
dense,10,REC_087,0.0,1.0,1.0,
dense,10,REC_088,0.057692307692307696,1.0,0.0,1.0
dense,10,REC_089,0.16666666666666669,1.0,1.0,1.0
dense,10,REC_090,0.03571428571428572,0.0,0.0,1.0
dense,10,REC_091,0.0,0.6,0.0,
dense,10,REC_092,0.0,1.0,1.0,
dense,10,REC_093,0.0,1.0,1.0,
dense,10,REC_094,0.26229508196721313,0.6666666666666666,1.0,1.0
dense,10,REC_095,0.0,1.0,1.0,
dense,10,REC_096,0.0,1.0,1.0,
dense,10,REC_097,0.0,1.0,0.0,
dense,10,REC_098,0.1111111111111111,0.0,0.0,1.0
dense,10,REC_099,0.0,1.0,0.0,1.0
dense,10,REC_100,0.0,0.0,1.0,
dense,10,REC_101,0.0,0.5,1.0,
dense,10,REC_102,0.14457831325301204,0.8333333333333334,1.0,1.0
dense,10,REC_103,0.099009900990099,1.0,1.0,1.0
dense,10,REC_104,0.06666666666666667,0.75,1.0,1.0
dense,10,REC_105,0.0,0.8,1.0,1.0
dense,10,REC_106,0.0,0.0,0.0,1.0
dense,10,REC_107,0.0,0.0,0.0,1.0
dense,10,REC_108,0.19444444444444445,1.0,1.0,1.0
dense,10,REC_109,0.25,1.0,1.0,1.0
dense,10,REC_110,0.0,1.0,1.0,
dense,10,REC_111,0.0,1.0,1.0,
dense,10,REC_112,0.11428571428571428,1.0,1.0,1.0
dense,10,REC_113,0.08695652173913043,0.0,0.0,1.0
dense,10,REC_114,0.1702127659574468,1.0,1.0,1.0
dense,10,REC_115,0.1702127659574468,1.0,1.0,1.0
dense,10,REC_116,0.18181818181818182,1.0,1.0,1.0
dense,10,REC_117,0.09302325581395349,0.6,1.0,1.0
dense,10,REC_118,0.24615384615384614,1.0,1.0,1.0
dense,10,REC_119,0.23529411764705882,1.0,1.0,1.0
dense,10,REC_120,0.14814814814814817,1.0,1.0,1.0
dense,10,REC_121,0.07547169811320754,1.0,0.0,1.0
dense,10,REC_122,0.0,1.0,1.0,
dense,10,REC_123,0.0,0.0,1.0,
dense,10,REC_124,0.0,1.0,1.0,
dense,10,REC_125,0.0,1.0,0.0,1.0
dense,10,REC_126,0.0,0.0,0.0,1.0
dense,10,REC_127,0.045454545454545456,0.8571428571428571,1.0,1.0
dense,10,REC_128,0.0,0.0,1.0,
dense,10,REC_129,0.0,0.0,1.0,
dense,10,REC_130,0.0,1.0,1.0,
dense,10,REC_131,0.0,1.0,1.0,
dense,10,REC_132,0.1395348837209302,1.0,1.0,0.0
dense,10,REC_133,0.08333333333333334,0.0,0.0,0.0
dense,10,REC_134,0.12162162162162161,1.0,1.0,1.0
dense,10,REC_135,0.0,0.0,0.0,0.0
dense,10,REC_136,0.05128205128205127,0.0,0.0,1.0
dense,10,REC_137,0.0,1.0,1.0,
dense,10,REC_138,0.047619047619047616,1.0,0.0,0.0
dense,10,REC_139,0.0,1.0,0.0,
dense,10,REC_140,0.0,1.0,1.0,
dense,10,REC_141,0.07142857142857144,1.0,1.0,0.0
dense,10,REC_142,0.0,0.0,1.0,
dense,10,REC_143,0.0,0.0,1.0,
dense,10,REC_144,0.0,1.0,1.0,1.0
dense,10,REC_145,0.0,1.0,1.0,
dense,10,REC_146,0.29090909090909095,0.8,1.0,0.0
dense,10,REC_147,0.0,1.0,1.0,
dense,10,REC_148,0.05405405405405406,0.0,0.0,0.0
dense,10,REC_149,0.2105263157894737,0.875,1.0,1.0
dense,10,REC_150,0.17857142857142858,0.75,1.0,1.0
dense,10,REC_151,0.0,1.0,1.0,
dense,10,REC_152,0.3142857142857143,1.0,1.0,1.0
dense,10,REC_153,0.0,1.0,0.0,1.0
dense,10,REC_154,0.0,,1.0,
dense,10,REC_155,0.0,,1.0,
dense,10,REC_156,0.125,,1.0,1.0
dense,10,REC_157,0.0,1.0,0.0,1.0
dense,10,REC_158,0.1739130434782609,1.0,1.0,1.0
dense,10,REC_159,0.2413793103448276,1.0,1.0,1.0
dense,10,REC_160,0.3773584905660377,1.0,1.0,0.0
dense,10,REC_161,0.0,1.0,1.0,
dense,10,REC_162,0.04705882352941177,0.0,0.0,0.0
dense,10,REC_163,0.0,1.0,1.0,
dense,10,REC_164,0.0,0.5,0.0,1.0
dense,10,REC_165,0.0,0.0,0.0,1.0
dense,10,REC_166,0.08695652173913043,1.0,1.0,1.0
dense,10,REC_167,0.0,1.0,1.0,
dense,10,REC_168,0.2222222222222222,0.0,0.0,0.0
dense,10,REC_169,0.06451612903225806,1.0,0.0,1.0
dense,10,REC_170,0.0,0.0,1.0,
dense,10,REC_171,0.0,0.0,1.0,
dense,10,REC_172,0.0,1.0,0.0,
dense,10,REC_173,0.3243243243243243,1.0,1.0,1.0
dense,10,REC_174,0.08823529411764705,0.0,0.0,1.0
dense,10,REC_175,0.29585798816568043,1.0,1.0,0.0
dense,10,REC_176,0.0,1.0,0.0,
dense,10,REC_177,0.31818181818181823,1.0,1.0,1.0
dense,10,REC_178,0.13114754098360654,0.0,0.0,1.0
dense,10,REC_179,0.3076923076923077,0.7777777777777778,1.0,0.0
dense,10,REC_180,0.2716049382716049,0.75,1.0,1.0
dense,10,REC_181,0.0,1.0,0.0,1.0
dense,10,REC_182,0.0,1.0,0.0,
dense,10,REC_183,0.05,0.0,0.0,0.0
