record_id,qid,asin,category,source_file,question,question_type,answerability,candidate_answers,golden_answer,evidence_text,evidence_doc_id,selection_method,needs_judge,golden_id
REC_045,144184,B007H7G6IE,Cell_Phones_and_Accessories,train,"works on HSDPA 850/900/1900/2100 frequencies 1900, I might say the detailed specifications, is a processed snagdragon s3 or s4. thanks?",descriptive,1,"[{'text': ""There are 2 sub-models of the One S - one with s3 and one with s4.Mine is with s3, it supports all those frequencies, and benchmarks say it's much better than the s4 version."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I think this is the S4 but you won't get 4g T-Mobile speeds"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","There are 2 sub-models of the One S - one with s3 and one with s4.Mine is with s3, it supports all those frequencies, and benchmarks say it's much better than the s4 version.","Thanks to the dual-core processor, you'll be able to enjoy all your favorite games (and with often heavy processor needs) with no slowing or lagging.All those things I said further are wonderful, a lot of pros things.. but is the smartphone a ""perfect"" one ? Finally, perhaps not. It lacks of memory slot.",KB_00397,grounded_pick,True,G_045
REC_046,171991,B001D4BZ56,Patio_Lawn_and_Garden,train,Should you use this product right away once you mix the can of it with a gallon of water?    I noticed crystals in my container  when I was done.,descriptive,1,"[{'text': 'Well do you think you stirred it up long enough?  It should be somewhat clear when you finished.  Once you follow the amount to mix per gallon you should be good.  But ya Im sure you probably should use it as soon as you can', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'As long as you shake it once in a while it is okay.  When mine got crystals,  I just took a stick and stirred it up and crushed the crystals and they dissolved back into the mixture and it was fine.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'if you let it sit overnight it will crystallize on the bottom of the jug you mix it in.  If you heat up the solution it will dissolve the crystals.  I mixed up a can into a gallon milk jug.  I have stored it for a time and when ready to use it again just put the jug into a pot of hot water and it will dissolve it back to useful liquid. You need to mix the solution with a long stick that reaches the bottom as you warm it to dissolve the solids.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]",Well do you think you stirred it up long enough?  It should be somewhat clear when you finished.  Once you follow the amount to mix per gallon you should be good.  But ya Im sure you probably should use it as soon as you can,"Relatively inexpensive compared to big brand name with same main ingredient. Easy to mix, easy to use. Does crystallize after a while in suspension but can be reconstituted by heating the mixture. Can be stored easily in an old gallon milk jug for later use. Perfect for smallish jobs of wood rot or a small area of termite control as in a shed or small barn. Completely disolves when mixed so easy to spray.",KB_00409,grounded_pick,True,G_046
REC_047,179815,B007QVWMAC,Toys_and_Games,train,"can they be filled by an bicycle air pump or at a gas station or do they require their own unique pump and if so, where can I purchase it?",descriptive,1,"[{'text': 'You can not use a bike pump or gas station pump. You need a pump that will blow up a air matress. You can purchase them at job lot for ten bucks or on amazon', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Any pump a bycycle one might take longer no special pump needed...', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""requires a unique pump. I used a air mattress pump from Coleman. It's runs on a charged battery and filled 6 tubes in minutes, no problem. Don't remember price but I think it was around $30. That has worked the best."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'You just have to be sure you have the right nozzle on a pump (the plastic type, not the skinny metal bicycle type). You can get a cheap pump for $10-$15. Have fun!', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'We used the pump we use for our inflatable mattresses. It has a funnel looking adaptor that came with the pump. Filled quickly. You can buy the pumps on Amazon. Ours is a Coleman. Search air pump for inflatables.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Bicycle pump will work but much faster and easier at the has station.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'They have attachment same as boat tubes. Like the air head brand. I use air head electric pump. Fills in less than a minute', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",You can not use a bike pump or gas station pump. You need a pump that will blow up a air matress. You can purchase them at job lot for ten bucks or on amazon,"Very large and strong tubes for tubing down the Pemi River, NH! Can't blow these up by mouth however (not that we tried)... definitely need a pump!",KB_00424,grounded_pick,True,G_047
REC_048,187325,B000CFQM4G,Automotive,train,Does the gauge have an auto dim feature?,descriptive,1,"[{'text': ""No, but even at night its not distractingly bright. There is a newer version that has a safety cutoff built in if you lean out that's better than this model. Of course it costs more. If you're running a bit fat for safeties sake then this is a good buy"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I don't think it does"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes it does, its that little hole above the digital display', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No, most aftermarket gauges do not have this feature.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It does have an auto dim feature. The sensor is the little hole under ""14"" and above the LCD display (you can actually see it in the product picture). I have this and can confirm that the auto-dim does work.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","No, but even at night its not distractingly bright. There is a newer version that has a safety cutoff built in if you lean out that's better than this model. Of course it costs more. If you're running a bit fat for safeties sake then this is a good buy","I had an innovative wide band on my STI and loved it, thought it was the bees knees but am suuuuper impressed with how much more compacted this one is and the auto dim function is priceless. I hardly notice it at night and it's mounted on my steering column. Never gonna use anything else bit AEM gauges from now on",KB_00428,grounded_pick,True,G_048
REC_049,215235,B007ZZQHSW,Sports_and_Outdoors,train,"Is this item bigger/heavier than this one: Spec-Ops Brand Recon-Wrap Multi-Season, Multi-Mode Head Gear (Woodland Digital)",descriptive,1,"[{'text': 'I\'m almost certain that it is the same item, the only difference is this one is the ""multicam"" pattern.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yours looks like a ski cap. The recon wrap is lightweight multi use piece of magic. It can keep your neck, head or face warm and it weighs next to nothing and takes up no space.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I don\'t own the specific one you linked, but all of the Recon Wraps that I\'ve owned have been the same.  The closest any of them have been to being ""bigger"" is the multicam one I got on Amazon is longer than the ones that were issued or that I bought on base.  But the longer ones mention it in their description generally so it shouldn\'t be a surprise.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","I'm almost certain that it is the same item, the only difference is this one is the ""multicam"" pattern.","This Spec-Ops brand version is far better than the Condor multi wrap.This version is made of better material and the pattern is well defined and is clearly multicam.The only drawback I have found is that the inside is a solid, light color. If you intend to use this item for camouflage it will not be as effective in certain configurations where the inside is exposed. If it was multicam on both sides it would be a five star product.",KB_00437,grounded_pick,True,G_049
REC_050,216299,B005ONMFAQ,Cell_Phones_and_Accessories,train,Is this a hard plastic case or a flexible rubber case?,descriptive,1,"[{'text': ""It is more of a plastic case. I wouldn't reccomend getting it unless you really need a cheap phone cover and have no other options."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""It is rubber. I thought I was a hard plastic because it appears that it is. But unfortunately it isn't ."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",It is more of a plastic case. I wouldn't reccomend getting it unless you really need a cheap phone cover and have no other options.,It is a two piece plastic cover with a thin coat of rubber. It looks slick n smooth (black color) cover. For the price I think its great!,KB_00454,grounded_pick,True,G_050
REC_051,217156,B000EMDB3C,Home_and_Kitchen,train,Do both sides brew at the same time or do they have separate timers? Does it even have delayed brewing timers?,descriptive,1,"[{'text': 'They brew at the same time.  No delay setting.  Each side has its own coffee ground basket but they share the water resivoir.', 'helpful': 3, 'unhelpful': 0, 'total': 3, 'jeffreys': 0.875}, {'text': 'Both sides bre at the same time.  There is a switch at the top to indicate one side or both sides.  Then it brews them at the same time.  No warmer, no timers.  But it makes a pretty good cup of coffee.  Better than the Black & Decker single brew I got.', 'helpful': 3, 'unhelpful': 0, 'total': 3, 'jeffreys': 0.875}, {'text': 'There is no delayed brewing. You can flip a switch to brew only one side or both. Both sides brew at the same time and it brews pretty quick. We use it for camping. No glass carafe to clean or break.', 'helpful': 3, 'unhelpful': 0, 'total': 3, 'jeffreys': 0.875}, {'text': 'The sides do brew at the same time. There are no timers.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'There is a option to news just one cup or two cups at a time. No, there are no timers and you have to manually turn it of when you are done.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'You can brew ONE or two cups at a time. Or one tea & one coffee. It does not have a brew delay.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'Both brew at the same time unless you have it set for only brewing one cup.  There is no timer for delayed brewing.  It works very well this way for my purposes.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'They both brew at the same time. There is no timer or delay function. I found it most useful if you want to brew two types of coffee (ex. regular and decaf). Note: do not fill it with water the night before, it will leak out over night. Other than that, I loved it.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'Both sides brew at the same time. No delayed brewing timers. Love this product!', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""They do brew at the same time and no it doesn't have delayed timers. It does brew pretty quickly."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]",They brew at the same time.  No delay setting.  Each side has its own coffee ground basket but they share the water resivoir.,I liked the idea of brewing two cups of different coffee at the same time. But cleaning was difficult and removing the brew basket was impossible. Regular paper filters are not available which would make cleaning easier.,KB_00462,grounded_pick,True,G_051
REC_052,220569,B00G11D5JA,Cell_Phones_and_Accessories,train,How to install this screen protector?,descriptive,1,"[{'text': 'These screen protectors have a sticky side that is covered by a film with a removal tab labeled ""1"" and a non sticky side with a film labeled ""2"".  The most important thing to remember is to thuroughly clean and dry the screen with a lint free cloth prior to installing! Even the smallest speck of dust will stand out.   When ready, peel the sticky side film off and carefully align the bottom edge with your screen, then allow it to settle into place. Use a credit card to push any bubbles to the edges. Bubbles with specks will not move. Last step is to peel off non sticky film.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'You have to make sure that all dust and smudges are off the screen and that it is completely clean.  Then, remove the back of the screen protector and make sure it is properly aligned as you place it onto the iPad.  Then use a card to gently press the air bubbles off of the screen.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Clean and remove any dust or dirt on the screen with a cleaning cloth. Peel away the labelMarked 1 from top to expose the adhesive. Line the protector to a corner, hold it inplace, slowly install the screen. Smooth it down. You will get some bubbles. ContinueTo smooth it down.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I had a very hard time. I still have bubbles on my screen.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","These screen protectors have a sticky side that is covered by a film with a removal tab labeled ""1"" and a non sticky side with a film labeled ""2"".  The most important thing to remember is to thuroughly clean and dry the screen with a lint free cloth prior to installing! Even the smallest speck of dust will stand out.   When ready, peel the sticky side film off and carefully align the bottom edge with your screen, then allow it to settle into place. Use a credit card to push any bubbles to the edges. Bubbles with specks will not move. Last step is to peel off non sticky film.",Sceen saver is a perfect fit and high quality. Easy to install. Spray your screen with water not to much and install damp and smooth out the bubble. Worked great for me.....,KB_00467,grounded_pick,True,G_052
REC_053,231010,B003NRHAH8,Electronics,train,Will this work on my Sony Nex 7?,descriptive,1,"[{'text': 'Yes', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'It will. But i would prefer to get the Carl Zeiss lens with f/1.8', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]",Yes,,,jeffreys,True,G_053
REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"I want to use this phone in Europe, and do not intend to use it in US with T-Mobile.  Can I get an unlocked version of this phone?",descriptive,1,"[{'text': 'This is a T-mobile phone only.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'This phone can be unlocked with a 4 digit code and you can get those online at unlock codes dot com or you can find them from T-Mobile. eather way you can use this phone if you do get that. Thanks for asking.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",This is a T-mobile phone only.,"this little phone is great for someone who doesn't want all the bells and whistles. Simple to use, large number pad, goof proof.",KB_00495,grounded_pick,True,G_054
REC_055,333170,B005KP1E14,Toys_and_Games,train,What is the difference between this helicopter and the MCX RTF,descriptive,1,"[{'text': 'If you are interested at all in advancing your skills and learning to fly bigger RC helicopters, get the MCX or better yet the MCX2. These are 4 channel helis and the controls will be correct on the transmitter. The Scout is 3 channel and the controls will not teach you how to fly an RC helicopter correctly.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yeah, the 4 channel ones allow sideways flight (strafing), and the stick controls thus match other 4 channel rc helis. The MCX control is also DSM2 standard and can be used with other helis, so you could save money on another one by buying BNF (bind and fly with nor remote).', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","If you are interested at all in advancing your skills and learning to fly bigger RC helicopters, get the MCX or better yet the MCX2. These are 4 channel helis and the controls will be correct on the transmitter. The Scout is 3 channel and the controls will not teach you how to fly an RC helicopter correctly.","It performs beautifully and in high speed mode it cuts right through gentle winds, just make sure you've got fresh batteries when flying outside.If you've tried others without good results give this one a try. The difference will be night and day. The higher price is justified by better control and quality. I recommend this to anyone interested in RC Helicopters.",KB_00500,grounded_pick,True,G_055
REC_056,336616,B007TGMJ4S,Pet_Supplies,train,what are the dimen of this product? holong and wide is it,descriptive,1,"[{'text': '11inches long and 4 inches in width.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'I cant remember the exact size anymore as it is gone. Remember to protect it from water.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",11inches long and 4 inches in width.,,,jeffreys,True,G_056
REC_057,346373,B004WMP03E,Home_and_Kitchen,train,How thick is the Stainless Steel Measuring cups? Some are quite thin.,descriptive,1,"[{'text': 'Very thin, and the handles are so thin they can bend with little pressure. They also had rust after first machine wash. I would not recommend.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""It's not a heavy metal,  but not a real thin one either. Hope this helps."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'They are pretty thick, but one of mine u can barely read they measurement. Maybe that was a fluke... But not sure�', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'These are thin but not as thin as some.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""You're right--these are thin."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","Very thin, and the handles are so thin they can bend with little pressure. They also had rust after first machine wash. I would not recommend.","It's hard to tell by the pictures but the cups are quite thin, you can squeeze the sides and they give quite a bit (I think if I tried I could completely bend them inward). I guess they're okay for the price. The measuring spoons seem good. If I had to do it over again I'd go with something a little stronger.",KB_00518,grounded_pick,True,G_057
REC_058,348735,B003L14UCO,Office_Products,train,"What is the capacity?  For example, Brother's cartridge says it'll print 2600 sheets at 5% coverage.",descriptive,1,"[{'text': '2600, give or take a couple hundred.   Remember that this is 5% coverage.   I get about 1800 to 1900 with full text pages.  About four reams of paper.', 'helpful': 3, 'unhelpful': 0, 'total': 3, 'jeffreys': 0.875}, {'text': ""My Brother copier doesn't have a counter, so, of course, I never counted the pages printed.  However, I know that the cartridge lasted a long time and printed many pages.  For the money, I have been more than satisfied."", 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}, {'text': ""I just installed it today so I can't answer the question, though I presume the capacity is similar to Brother's. My first printouts looked fine, by the way."", 'helpful': 0, 'unhelpful': 2, 'total': 2, 'jeffreys': 0.16666666666666666}]","2600, give or take a couple hundred.   Remember that this is 5% coverage.   I get about 1800 to 1900 with full text pages.  About four reams of paper.","I installed this toner cartridge a couple of weeks ago and it has been working great so far.Even if it doesn't last as long as the $48 Brother TN-360 unit, you can't beat it with a stick as you can buy 3 of these and spend about 6$ less. (If you buy these in a 3 pack, the ratio is about 5 to 1. )Go for it!",KB_00532,grounded_pick,True,G_058
REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,can I purchase extra rail clamps for other tools such as a drill press or scroll saw?,descriptive,1,"[{'text': 'Yes you can. Dynamite tools has them and Amazon should have them. I like this stand just wish it was smaller', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'yes, they are available through amazon.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes you can. They are available at Amazon and building suppliers.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""Yes, you can.  Here's the link on Amazon.http://www.amazon.com/s/ref=nb_sb_noss/175-1178619-0522226?url=search-alias%3Daps&field-keywords;=PORTAMATE%20TOOL%20MOUNTS%20FOR%20MITER%20SAW%20STANDS"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Sure, just order this and and mount your tool to it or mount a piece of plywood with your tool mounted on it.   Portamate PM-7002 Tool Mounts for Miter Saw Work Centers. $35.95 at Amazon.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes the part number is PM-7002 available on Amazon.com', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I returned the item as the quality was substandard', 'helpful': 0, 'unhelpful': 1, 'total': 1, 'jeffreys': 0.25}]",Yes you can. Dynamite tools has them and Amazon should have them. I like this stand just wish it was smaller,This is a very heavy duty mitre saw stand. If you are going to use this in one location for extended periods of time then I would highly recommend it. The beauty of this beast is the fact that you can buy additional clamps and mount whatever you want on it. I am building out my woodshop and needed a space saving alternative for various benchtop tools. This is a great solution to the problem.,KB_00536,grounded_pick,True,G_059
REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"Just installed the Baracuda, it continuously gets stuck on the pool ladder. I followed the instructions is there someting we can do to fix this?",descriptive,1,"[{'text': 'Take out the ladder...', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Remove the ladder', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Only thing I found was move the ladder', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Only thing I found was moved the latter', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'My dying out found was move the ladder', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I am saying this based on my experience, I had control valve set more suction to baracuda than skimmer. Once I changed set up to be neutral for sharing suction power between baracuda and skimmer, it started behaving the way it should. I hope this resolve your problem', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""Yes catching on the pool ladder is definitely a problem with most automatic vacuums and above ground pools. There are days I'm out there every 20 minutes to move it away from the ladder and then there are weeks I don't have any problems. Removing the ladder while running it is probably the only way to guarantee it won't get tangled up but that is not always feasible. My ladder can easily lift out so if I need to I can do that."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""We've not had problems with it getting stuck on the ladder.  Our's is the style with gradual steps into the pool so I'm not sure if this matters."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",Take out the ladder...,,,jeffreys,True,G_060
REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"Will it remain stable if the cardboard backing is not put on? I have beautiful wood paneling on my wall, and I would like it to be visible through it.",descriptive,1,"[{'text': ""I don't know as I installed the cardboard back but I wouldn't recommend it."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'If it were me i would somehow attach it to the wall and make it stable..it looks better online...hope this helps..', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Yes, it should be fine.  The backing just keeps the DVDs from pushing through to the back side.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""I would not try it as a stand alone without the backing.  If you are willing to attach it to the wallin a couple of places at the top or on either side, it will probably work.  It is well made, so it may actually work as a stand alone also - I really don't know.  You might get creative and try just cutting a couple of strips off the backing for the top and bottom of the unit - or get a couple of nice looking wood strips at the local hardware store to give more stability at top and bottom."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'I highly doubt it.  The backing actually stabilizes the overall frame.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'Nope', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",I don't know as I installed the cardboard back but I wouldn't recommend it.,The shelf looks ok from a distance but the back is actually black cardboard. It is VERY unstable. It's dangerous really but too costly to return. We put the heaviest items on the bottom and lightest on the top but it is really too tall and narrow to be safe. I would not recommend this to anyone that ever has children or pets in the house.,KB_00557,grounded_pick,True,G_061
REC_062,370946,B002KJSD8K,Beauty,train,what type of smell does it have,descriptive,1,"[{'text': ""No smell and it's my favorite cream, I use it on face to and lasts a long time"", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': ""It's been a few months since i've used it, but i don't remember any odor and i'm pretty picky and sensitive to smells."", 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'It is a very light not unpleasant smell that dissipates quickly.  It is not floral at all.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]","No smell and it's my favorite cream, I use it on face to and lasts a long time",This product always improves my skin tone and look - I try to use it on my legs and arms daily.,KB_00572,grounded_pick,True,G_062
REC_063,387700,B001RTL5L6,Sports_and_Outdoors,train,How do you turn off/on and is there an auto shut off?,descriptive,1,"[{'text': 'There is a little black button to push for on and off and setting what mode you want them in.  They will automatically shut off after about 5 minutes if the wheels are not in motion.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': 'Yes there is a small black button that turn it on and off and that same button changes the light to different flashes and also if you let the bike sit still for a few minutes it will turn off by it self....', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'there is an on/off button on the piece that attaches to the hub with the batteries', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': 'When you stop moving they shut off. If you screw them on too tight, they will not light so just loosen a bit. There is no on/off switch needed.', 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""There is an on of switch and they do time out after awhile. We're very happy with them and will buy again."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}, {'text': ""Hi,  There is a small black push-button on the plastic housing, you press it to go through all the 'blinking' sequences, and one of them is OFF.  Just keep pressing it slowly, its there."", 'helpful': 1, 'unhelpful': 0, 'total': 1, 'jeffreys': 0.75}]",There is a little black button to push for on and off and setting what mode you want them in.  They will automatically shut off after about 5 minutes if the wheels are not in motion.,these lights are really cool! the installation is a little bit tricky. my friend didn't want to really read the instructions and actually broke a piece off but we were still able to get them on securely. they look and work great!,KB_00584,grounded_pick,False,G_063
REC_064,419768,B0018B15FE,Health_and_Personal_Care,train,"Using Charlie's without cleaning the machine? has anyone used this soap in a laundromat or apartment building machine where it's nearly impossible to clean the machine?I've heard great reviews of this soap, but I don't really control my washing machine environment as much as I'd like to, since I don't have my own machines - if the soap's going to suck in this environment, I'd rather know ahead of time and not buy it.",descriptive,1,"[{'text': ""I have never cleaned my machine prior to using it and I don't have a problem.  It still has to be better than using those yucky regular detergents on your clothes.  My understanding is that the pre-cleaning is just to get rid of any residue left from regular detergent."", 'helpful': 4, 'unhelpful': 0, 'total': 4, 'jeffreys': 0.9}, {'text': 'I used this in my mother-in-law\'s machine and didn\'t ""clean"" the machine first. I washed 4 loads in succession and was really pleased after the very first load. I don\'t know if I would have obtained even better results if I had been able to run an initial load with just this product to remove any residue; I suppose it\'s possible. But I\'m beyond pleased with how clean and fresh it made my laundry even in a machine coated with soap residue. I\'ve been converted and won\'t ever use another laundry soap.', 'helpful': 2, 'unhelpful': 0, 'total': 2, 'jeffreys': 0.8333333333333334}, {'text': ""I suggest that you call Charlie's Soap, which is located in North Carolina.  The telephone number is 1-800-854-3541.  I believe that the reason to clean the machine is because residues may have a bad chemical reaction with the Charlie's Soap ingredients."", 'helpful': 2, 'unhelpful': 1, 'total': 3, 'jeffreys': 0.625}]",I have never cleaned my machine prior to using it and I don't have a problem.  It still has to be better than using those yucky regular detergents on your clothes.  My understanding is that the pre-cleaning is just to get rid of any residue left from regular detergent.,"I am a starving college student, and this is the only soap I've used since going to college. To be honest with you, I've never gone through an entire container of it because it keeps getting stolen from the laundry room! I'll just assume that means it's a great product. I would absolutely agree with pretty much every positive thing that has been said here about it (though I don't have any experience washing diapers with it, mostly just collegiate grime).",KB_00591,grounded_pick,True,G_064
REC_065,423888,B002HDYD88,Home_and_Kitchen,train,"Anyone using them on carpet? How stable are they? If you were to just sit your speakers on them (without any tac) , would that be ok?",descriptive,1,"[{'text': 'They come with metal spikes for the bottom of the stand.  These extend down into the carpet and create a pretty stable platform.  Mine have nothing attaching the speaker to the stand (just gravity) and they are plenty stable on carpet.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}, {'text': 'No problem. They ship with spike-like feet as well as padded for hard floors too. The spikes would sink into your carpet for stability.', 'helpful': 0, 'unhelpful': 0, 'total': 0, 'jeffreys': 0.5}]",They come with metal spikes for the bottom of the stand.  These extend down into the carpet and create a pretty stable platform.  Mine have nothing attaching the speaker to the stand (just gravity) and they are plenty stable on carpet.,"These stands match my Polk speakers and subwoofer perfectly, they are stable and the cable management works for me. They came with both feet for hardwood floors and spikes for carpet. They are easy to assemble and have worked well for me.",KB_00597,grounded_pick,True,G_065
