chunk_id,doc_id,record_id,asin,category,text,n_words,parent_id,parent_text
CHILD_000701,KB_00701,REC_075,B008KEJ1LM,Health_and_Personal_Care,"This will probably be my go-to shaver for regular maintenance. But if I ever decide to mow down to a goatee, or let my beard get a bit too long between touch-ups, then I'd probably reach for the full cutting power of my plug-in Wahl, since it can mow through anything with relative ease.I'm not sure the wet/dry feature of this shaver is very meaningful; those are best for a clean shave and easy cleanup.",75,KB_00701,"This will probably be my go-to shaver for regular maintenance. But if I ever decide to mow down to a goatee, or let my beard get a bit too long between touch-ups, then I'd probably reach for the full cutting power of my plug-in Wahl, since it can mow through anything with relative ease.I'm not sure the wet/dry feature of this shaver is very meaningful; those are best for a clean shave and easy cleanup."
CHILD_000702,KB_00702,REC_075,B008KEJ1LM,Health_and_Personal_Care,"And, it's wet-dry, ergonomic, cleans easy, and can even (somewhat) trim the hair on your head. I trim my ears, sideburns, and neckline with ease.The only feature it doesn't have is the built-in vacuum (see thePhilips Norelco Vacuum Trimmer Pro. I've been eyeballing that unit, what a great idea. But I haven't tested it or even seen it in stores. Of all the units I've tested and personally used, the Panasonic Milano wins hands down.",75,KB_00702,"And, it's wet-dry, ergonomic, cleans easy, and can even (somewhat) trim the hair on your head. I trim my ears, sideburns, and neckline with ease.The only feature it doesn't have is the built-in vacuum (see thePhilips Norelco Vacuum Trimmer Pro. I've been eyeballing that unit, what a great idea. But I haven't tested it or even seen it in stores. Of all the units I've tested and personally used, the Panasonic Milano wins hands down."
CHILD_000703,KB_00703,REC_075,B008KEJ1LM,Health_and_Personal_Care,I love it for a quick trim of the beard. Saves a lot of time compared to using a comb and scissors.,22,KB_00703,I love it for a quick trim of the beard. Saves a lot of time compared to using a comb and scissors.
CHILD_000704,KB_00704,REC_076,B0047YVIEC,Electronics,"This item showed up and never worked. Plugged it in, tried to update my BIOS, nothing I could do to get this battery to work. Returned it and got my money back.",32,KB_00704,"This item showed up and never worked. Plugged it in, tried to update my BIOS, nothing I could do to get this battery to work. Returned it and got my money back."
CHILD_000705,KB_00705,REC_076,B0047YVIEC,Electronics,Don't want to say anything bad about seller. This is my 2nd battery for laptop and none will stay charged so I assume that it is my laptop. Never returned this because it was my 2nd purchase that didn't work so I assumed it is not the product.,48,KB_00705,Don't want to say anything bad about seller. This is my 2nd battery for laptop and none will stay charged so I assume that it is my laptop. Never returned this because it was my 2nd purchase that didn't work so I assumed it is not the product.
CHILD_000706,KB_00706,REC_076,B0047YVIEC,Electronics,"I received this battery and used it for a couple of days. I got home one day and it didn't work...at all! I tried letting it charge. It wouldn't charge. The seller responded almost immediately to my contacting them, though, and I was able to get my money back for it.",51,KB_00706,"I received this battery and used it for a couple of days. I got home one day and it didn't work...at all! I tried letting it charge. It wouldn't charge. The seller responded almost immediately to my contacting them, though, and I was able to get my money back for it."
CHILD_000707,KB_00707,REC_076,B0047YVIEC,Electronics,")Also noticed some sellers claiming their batteries were &#34;unlocked&#34;, or had BIOS codes unencrypted, or similar. AGPtek makes no mention of any of this and the battery worked fine, so I'm not sure this is a real issue. Perhaps some folks are simply misunderstanding or mischaracterizing the Sony battery monitor agent described above, or maybe all aftermarket batteries include this &#34;unlocking&#34; feature in order to work at all. Not sure.",70,KB_00707,")Also noticed some sellers claiming their batteries were &#34;unlocked&#34;, or had BIOS codes unencrypted, or similar. AGPtek makes no mention of any of this and the battery worked fine, so I'm not sure this is a real issue. Perhaps some folks are simply misunderstanding or mischaracterizing the Sony battery monitor agent described above, or maybe all aftermarket batteries include this &#34;unlocking&#34; feature in order to work at all. Not sure."
CHILD_000708,KB_00708,REC_076,B0047YVIEC,Electronics,"At the time of this review we&#8217;ve had the battery about two months.It arrived quickly and was well packaged in a bag inside a padded retail box. After skimming over the minimal instruction and warranty documents, I shut down the computer and swapped it with the old battery. Fit, finish, and latches are all good and it snapped right into place. On boot-up the computer didn't seem to notice anything was out of place and went right to work charging the new battery.",83,KB_00708,"At the time of this review we&#8217;ve had the battery about two months.It arrived quickly and was well packaged in a bag inside a padded retail box. After skimming over the minimal instruction and warranty documents, I shut down the computer and swapped it with the old battery. Fit, finish, and latches are all good and it snapped right into place. On boot-up the computer didn't seem to notice anything was out of place and went right to work charging the new battery."
CHILD_000709,KB_00709,REC_076,B0047YVIEC,Electronics,"I have it on power saver power plan,and the brightness has been somewhere around 50-60%.Hope it will continue to work as well as this. My previous one would just turn off the computer after 15 minutes without power.Great deal!Thanks!! !",40,KB_00709,"I have it on power saver power plan,and the brightness has been somewhere around 50-60%.Hope it will continue to work as well as this. My previous one would just turn off the computer after 15 minutes without power.Great deal!Thanks!! !"
CHILD_000710,KB_00710,REC_076,B0047YVIEC,Electronics,I was shocked to get it as soon as i did and the battery has not gave me any problems. Very Satisfied.,22,KB_00710,I was shocked to get it as soon as i did and the battery has not gave me any problems. Very Satisfied.
CHILD_000711,KB_00711,REC_076,B0047YVIEC,Electronics,Battery will not hold a charge. I can not receive a charge longer than 30 minutes. I'm not very happy.,20,KB_00711,Battery will not hold a charge. I can not receive a charge longer than 30 minutes. I'm not very happy.
CHILD_000712,KB_00712,REC_076,B0047YVIEC,Electronics,Perfect battery. Gave my Vaio a new lifeline. I recommend it to anyone. So far it has performed the same as the original!,23,KB_00712,Perfect battery. Gave my Vaio a new lifeline. I recommend it to anyone. So far it has performed the same as the original!
CHILD_000713,KB_00713,REC_076,B0047YVIEC,Electronics,"It works better than my last battery, but it dies quick as well. I like the product overall. Thank you.",20,KB_00713,"It works better than my last battery, but it dies quick as well. I like the product overall. Thank you."
CHILD_000714,KB_00714,REC_077,B0045JSO32,Electronics,Be aware the VGA's are both female so if you have male ports to plug in with it will work perfectly.. I have a monitor with a built in VGA outlet to plug into this adapter and it works perfectly. No issues of any sort.The OTHER display i have is another story. It was also a Dell monitor but it did NOT have cables with it at all. So I basically cannot use this until i get a VGA extension cord AND a male to female adapter.,87,KB_00714,Be aware the VGA's are both female so if you have male ports to plug in with it will work perfectly.. I have a monitor with a built in VGA outlet to plug into this adapter and it works perfectly. No issues of any sort.The OTHER display i have is another story. It was also a Dell monitor but it did NOT have cables with it at all. So I basically cannot use this until i get a VGA extension cord AND a male to female adapter.
CHILD_000715,KB_00715,REC_077,B0045JSO32,Electronics,It isn't really necessary in my opinion. Works perfectly on the windows 98 monitor I have and the dell monitor I got (even though i can't safely use it otherwise it'll get superheated by the fans in the back) so if you are in this kind of situation like me this will fix. This was also (at this current time May 2013) the cheapest cable for this conversion of LFH to VGA.,72,KB_00715,It isn't really necessary in my opinion. Works perfectly on the windows 98 monitor I have and the dell monitor I got (even though i can't safely use it otherwise it'll get superheated by the fans in the back) so if you are in this kind of situation like me this will fix. This was also (at this current time May 2013) the cheapest cable for this conversion of LFH to VGA.
CHILD_000716,KB_00716,REC_077,B0045JSO32,Electronics,If you just bought a Dell computer and you only see that new white &#34;59 pin&#34; on your computer instead of tbe familiar VGA (blue port) on your computer this is the conversion I used and it worked perfectly for a Dell Optiplex 745 computer. This computer actually had a VGA port on it but to my dismay it wouldn't work because of &#34;no built in graphics card&#34; errors and such.,71,KB_00716,If you just bought a Dell computer and you only see that new white &#34;59 pin&#34; on your computer instead of tbe familiar VGA (blue port) on your computer this is the conversion I used and it worked perfectly for a Dell Optiplex 745 computer. This computer actually had a VGA port on it but to my dismay it wouldn't work because of &#34;no built in graphics card&#34; errors and such.
CHILD_000717,KB_00717,REC_077,B0045JSO32,Electronics,Very inexpensive way to extend the monitor on my Dell computer. Works as advertised and without a single problem on set up.,22,KB_00717,Very inexpensive way to extend the monitor on my Dell computer. Works as advertised and without a single problem on set up.
CHILD_000718,KB_00718,REC_077,B0045JSO32,Electronics,"I tested the other port (it comes with two... See in the picture?) and it worked.. Problem is the monitor is sticking out of the back of the computer and this is not really usable, I was just making sure it worked and it did. Extension cable is already on the way.Put simply this will solve your conversion problems with Dell computers since for some reason they switched to this port (59 pin or LFH)  instead of just keeping VGA.",80,KB_00718,"I tested the other port (it comes with two... See in the picture?) and it worked.. Problem is the monitor is sticking out of the back of the computer and this is not really usable, I was just making sure it worked and it did. Extension cable is already on the way.Put simply this will solve your conversion problems with Dell computers since for some reason they switched to this port (59 pin or LFH)  instead of just keeping VGA."
CHILD_000719,KB_00719,REC_077,B0045JSO32,Electronics,The product worked as expected for its intended use! Would buy it again if I have another need for one.,20,KB_00719,The product worked as expected for its intended use! Would buy it again if I have another need for one.
CHILD_000720,KB_00720,REC_077,B0045JSO32,Electronics,Needed some replacement VGA splitter cables and these were exactly what I needed. Brand new original HP item in original packaging and works as intended. Same ones that came with the machines.,32,KB_00720,Needed some replacement VGA splitter cables and these were exactly what I needed. Brand new original HP item in original packaging and works as intended. Same ones that came with the machines.
CHILD_000721,KB_00721,REC_077,B0045JSO32,Electronics,It met my requirements to get my monitor hooked to my computer. althoughI do not have a dual monitor set up. It allowed me to connect my monitor and get it up and running.,34,KB_00721,It met my requirements to get my monitor hooked to my computer. althoughI do not have a dual monitor set up. It allowed me to connect my monitor and get it up and running.
CHILD_000722,KB_00722,REC_077,B0045JSO32,Electronics,"Not sure if why not but this didn't work. Actually bought 2 of them and neither worked. Tried every combination between computer and monitor with and without these connectors and the only common failure were these connections, all the other equipment seemed to work fine.",45,KB_00722,"Not sure if why not but this didn't work. Actually bought 2 of them and neither worked. Tried every combination between computer and monitor with and without these connectors and the only common failure were these connections, all the other equipment seemed to work fine."
CHILD_000723,KB_00723,REC_077,B0045JSO32,Electronics,"I got these cables for a business office installation. After getting them plugged in, all the monitors powered on fine.",20,KB_00723,"I got these cables for a business office installation. After getting them plugged in, all the monitors powered on fine."
CHILD_000724,KB_00724,REC_078,B00IYQXZFO,Home_and_Kitchen,"Other than the holding aspect, installation was simple.I was over at my dad's house yesterday, and saw one of his window air conditioners. I don't know the BTU rating of that, but it looked HUGE compared to this compact Frigidaire model.I like the simple, no-BS controls on this unit.",49,KB_00724,"Other than the holding aspect, installation was simple.I was over at my dad's house yesterday, and saw one of his window air conditioners. I don't know the BTU rating of that, but it looked HUGE compared to this compact Frigidaire model.I like the simple, no-BS controls on this unit."
CHILD_000725,KB_00725,REC_078,B00IYQXZFO,Home_and_Kitchen,"I understand it's a cheaper unit, but it's also 2014.",10,KB_00725,"I understand it's a cheaper unit, but it's also 2014."
CHILD_000726,KB_00726,REC_078,B00IYQXZFO,Home_and_Kitchen,"So what I'm saying is that this is a really good air conditioner unit, but it's not fancy. It gets the job done and will keep you cool.",28,KB_00726,"So what I'm saying is that this is a really good air conditioner unit, but it's not fancy. It gets the job done and will keep you cool."
CHILD_000727,KB_00727,REC_078,B00IYQXZFO,Home_and_Kitchen,"It is small, fairly quiet, and very simple to use. I would definitely recommend this to anyone looking for a small, easy to use, window A/C unit!",27,KB_00727,"It is small, fairly quiet, and very simple to use. I would definitely recommend this to anyone looking for a small, easy to use, window A/C unit!"
CHILD_000728,KB_00728,REC_078,B00IYQXZFO,Home_and_Kitchen,"Frigidaire has a winner with this one I can promise you. It's quiet too and it cools the room down in less than thirty minutes from hot. And it puts out 8,000 BTU's !!!! Worth the price which isn't that much higher than a good 5,000 unit.",47,KB_00728,"Frigidaire has a winner with this one I can promise you. It's quiet too and it cools the room down in less than thirty minutes from hot. And it puts out 8,000 BTU's !!!! Worth the price which isn't that much higher than a good 5,000 unit."
CHILD_000729,KB_00729,REC_078,B00IYQXZFO,Home_and_Kitchen,"I totally misunderstood the type of air conditioner that this was. When I saw the words mini and compact, I was thinking the simple push up against your screen and close the window to hold it in place type of unit. Thinking that this was a newer version that actually cooled the air I was excited.",56,KB_00729,"I totally misunderstood the type of air conditioner that this was. When I saw the words mini and compact, I was thinking the simple push up against your screen and close the window to hold it in place type of unit. Thinking that this was a newer version that actually cooled the air I was excited."
CHILD_000730,KB_00730,REC_078,B00IYQXZFO,Home_and_Kitchen,"Mounting hardware is included, but you will have to provide your own Phillips screwdriver and power drill.Once all the hard work is completed, and you have treated your friends to expensive pizza and beer, the unit words perfectly.My advice is to be prepared as to what you are getting into. This is not a simple plug and go unit. It takes time, skill and patience to set it up.",69,KB_00730,"Mounting hardware is included, but you will have to provide your own Phillips screwdriver and power drill.Once all the hard work is completed, and you have treated your friends to expensive pizza and beer, the unit words perfectly.My advice is to be prepared as to what you are getting into. This is not a simple plug and go unit. It takes time, skill and patience to set it up."
CHILD_000731,KB_00731,REC_078,B00IYQXZFO,Home_and_Kitchen,"I have this installed in my garage and what a difference it has made.The garage itself is lightly insulated and its not truly set up have a real stable air temp.However, with this thing running it is much more comfortable in there, it really releases a lot of the humidity in the air.I like that it is pretty much just mechanical when it comes to controlling the unit.",68,KB_00731,"I have this installed in my garage and what a difference it has made.The garage itself is lightly insulated and its not truly set up have a real stable air temp.However, with this thing running it is much more comfortable in there, it really releases a lot of the humidity in the air.I like that it is pretty much just mechanical when it comes to controlling the unit."
CHILD_000732,KB_00732,REC_078,B00IYQXZFO,Home_and_Kitchen,"Never judge they say and in this case they're right. This tiny (and it IS tiny) unit fit in my granddaughter's medium sized bedroom in no time (installation was a breeze)  where she has a West facing wall and there's always a sharp up spike in temp around 4 in the afternoon til sunset and a 5,000 BTU baby wasn't cutting it at all.",64,KB_00732,"Never judge they say and in this case they're right. This tiny (and it IS tiny) unit fit in my granddaughter's medium sized bedroom in no time (installation was a breeze)  where she has a West facing wall and there's always a sharp up spike in temp around 4 in the afternoon til sunset and a 5,000 BTU baby wasn't cutting it at all."
CHILD_000733,KB_00733,REC_078,B00IYQXZFO,Home_and_Kitchen,"Of these features, I most miss the ability to set the ambient temperature: dials are only an estimate and setting the unit to a '5' is inexact when it comes to what temperature the air conditioning will cut off at, as the final temperature at a '5' depends on the overall temperature and the humidity. A thermister is a nice thing.On the whole, this is a fine air conditioners for those who want a basic unit and that's recommended.",79,KB_00733,"Of these features, I most miss the ability to set the ambient temperature: dials are only an estimate and setting the unit to a '5' is inexact when it comes to what temperature the air conditioning will cut off at, as the final temperature at a '5' depends on the overall temperature and the humidity. A thermister is a nice thing.On the whole, this is a fine air conditioners for those who want a basic unit and that's recommended."
CHILD_000734,KB_00734,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,"At first I was a little bit hesitant to purchase because of some of the post. Then I asked questions to pervious purchasers. They helped me a lot and I purchased it. I am so happy I did!! The plug you use to attach to your phone fits very well!! I was surprise on that one. It will not come off unless you pull on it. When you're about to take the picture, right away it pairs. I bought a different one that sometimes loses it's connect.",87,KB_00734,"At first I was a little bit hesitant to purchase because of some of the post. Then I asked questions to pervious purchasers. They helped me a lot and I purchased it. I am so happy I did!! The plug you use to attach to your phone fits very well!! I was surprise on that one. It will not come off unless you pull on it. When you're about to take the picture, right away it pairs. I bought a different one that sometimes loses it's connect."
CHILD_000735,KB_00735,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,This is a great little product the size a quarter. I was taking pics within 60 second of opening it.,20,KB_00735,This is a great little product the size a quarter. I was taking pics within 60 second of opening it.
CHILD_000736,KB_00736,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,This is going to be a life saver when it comes to taking pictures of my cats! Works great. I live this little thing.,24,KB_00736,This is going to be a life saver when it comes to taking pictures of my cats! Works great. I live this little thing.
CHILD_000737,KB_00737,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,Bought this for myself - a true gadget lover! This is a great little companion to my iPhone camera. Set up was a breeze. Works flawlessly.,26,KB_00737,Bought this for myself - a true gadget lover! This is a great little companion to my iPhone camera. Set up was a breeze. Works flawlessly.
CHILD_000738,KB_00738,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,"This little item is small enough to always take with you. No additional App required, just connect via Blue Tooth and use. It could not be any simpler. Enjoy the more natural looking use of you Phone camera with your self or groups involved.",44,KB_00738,"This little item is small enough to always take with you. No additional App required, just connect via Blue Tooth and use. It could not be any simpler. Enjoy the more natural looking use of you Phone camera with your self or groups involved."
CHILD_000739,KB_00739,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,You never need to ask someone to take a picture of you. Easy to pair,15,KB_00739,You never need to ask someone to take a picture of you. Easy to pair
CHILD_000740,KB_00740,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,"Works without an app, and I can finally take front facing pics of a group of people without having to try to hold the phone and hit the shutter button awkwardly, which usually would result in a blurry pic. This is perfect! Hold up the phone, get everyone in, smile, and click the remote in your hand. Works great!",59,KB_00740,"Works without an app, and I can finally take front facing pics of a group of people without having to try to hold the phone and hit the shutter button awkwardly, which usually would result in a blurry pic. This is perfect! Hold up the phone, get everyone in, smile, and click the remote in your hand. Works great!"
CHILD_000741,KB_00741,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,Works great! I got this for my daughter and it was easy to set up and works exactly as it was described.,22,KB_00741,Works great! I got this for my daughter and it was easy to set up and works exactly as it was described.
CHILD_000742,KB_00742,REC_079,B00IAHRIUA,Cell_Phones_and_Accessories,"Works great and is easy to set up. I lost the set up sheet almost instantly when I took it out of the box. The next day with no instructions at all, it took 10 seconds to pair it to the phone and it just works. No more outstretched arm in my photos!!! !",54,KB_00742,"Works great and is easy to set up. I lost the set up sheet almost instantly when I took it out of the box. The next day with no instructions at all, it took 10 seconds to pair it to the phone and it just works. No more outstretched arm in my photos!!! !"
CHILD_000743,KB_00743,REC_080,B002N0MZLM,Health_and_Personal_Care,I bought a 1 ounce bottle of Tea Tree oil at Trader Joe's. I really liked how it felt and how it worked.This product feels thinner. More like Trader Joe's products with Tea Tree as an ingredient rather than the actual oil.,42,KB_00743,I bought a 1 ounce bottle of Tea Tree oil at Trader Joe's. I really liked how it felt and how it worked.This product feels thinner. More like Trader Joe's products with Tea Tree as an ingredient rather than the actual oil.
CHILD_000744,KB_00744,REC_080,B002N0MZLM,Health_and_Personal_Care,"My cleanings are always a breeze. Try it and see if it works for you, too. NOW brand is as good as any I've found.Noteworthy:  Never an issue while traveling due to the small size of the bottle.",38,KB_00744,"My cleanings are always a breeze. Try it and see if it works for you, too. NOW brand is as good as any I've found.Noteworthy:  Never an issue while traveling due to the small size of the bottle."
CHILD_000745,KB_00745,REC_080,B002N0MZLM,Health_and_Personal_Care,I bought the oil originally to put it on my gums. I've used tea tree before and my dentist complimented me on my teeth. I gave a bottle to my friend who had a toothache and it helped sooth the pain. Good product,43,KB_00745,I bought the oil originally to put it on my gums. I've used tea tree before and my dentist complimented me on my teeth. I gave a bottle to my friend who had a toothache and it helped sooth the pain. Good product
CHILD_000746,KB_00746,REC_080,B002N0MZLM,Health_and_Personal_Care,"Tea tree oil has so many great uses & this one from NOW is a wonderful oil! Love the dropper-top, great 2 ounce size, super fast shipping with Prime! Thanks Amazon!",31,KB_00746,"Tea tree oil has so many great uses & this one from NOW is a wonderful oil! Love the dropper-top, great 2 ounce size, super fast shipping with Prime! Thanks Amazon!"
CHILD_000747,KB_00747,REC_080,B002N0MZLM,Health_and_Personal_Care,"Purchased directly from Amazon. Note: if you're ordering this during the summer, make a note during shipping to sign for your package (if your delivery guy was like mine, he may drop it off without ringing the doorbell and you'll end up with a ruined product -- I exchanged it for a new bottle and that's what the review below is based upon).The quality seemed potent and fresh.",68,KB_00747,"Purchased directly from Amazon. Note: if you're ordering this during the summer, make a note during shipping to sign for your package (if your delivery guy was like mine, he may drop it off without ringing the doorbell and you'll end up with a ruined product -- I exchanged it for a new bottle and that's what the review below is based upon).The quality seemed potent and fresh."
CHILD_000748,KB_00748,REC_080,B002N0MZLM,Health_and_Personal_Care,"I heard that tea tree oil removes skin tags......I bought a bottle and applied some to my skin tags. as soon as I entered the living room, my hubby said &#34;what is that awful smell&#34;? Yes it is an awful smell...very loud and strong smell. so needless to say I don't know if it removes skin tags because I didn't use it long enough to find out.",67,KB_00748,"I heard that tea tree oil removes skin tags......I bought a bottle and applied some to my skin tags. as soon as I entered the living room, my hubby said &#34;what is that awful smell&#34;? Yes it is an awful smell...very loud and strong smell. so needless to say I don't know if it removes skin tags because I didn't use it long enough to find out."
CHILD_000749,KB_00749,REC_080,B002N0MZLM,Health_and_Personal_Care,"I'm not a tea tree oil expert - this bottle/brand is just the second time I've purchased it. I have, however, used tea tree oil often. I use it most often in my laundry. When starting a wash that I need a extra clean boost I add tea tree oil when I add the detergent. The smell is still present when I put the wash into the dryer and I like that.",72,KB_00749,"I'm not a tea tree oil expert - this bottle/brand is just the second time I've purchased it. I have, however, used tea tree oil often. I use it most often in my laundry. When starting a wash that I need a extra clean boost I add tea tree oil when I add the detergent. The smell is still present when I put the wash into the dryer and I like that."
CHILD_000750,KB_00750,REC_080,B002N0MZLM,Health_and_Personal_Care,"I use exactly two drops of TTO on my electric toothbrush each time I brush. At this pace, this bottle lasts a very long time. My dental health is consistently excellent and I attribute part of that to my brushing protocol that includes a natural toothpaste (errr...gel only, not paste) plus the TTO.I would NEVER swallow any of this stuff but I do swish it thoroughly for a minute or two through my teeth with water to carefully rinse my mouth after brushing.",83,KB_00750,"I use exactly two drops of TTO on my electric toothbrush each time I brush. At this pace, this bottle lasts a very long time. My dental health is consistently excellent and I attribute part of that to my brushing protocol that includes a natural toothpaste (errr...gel only, not paste) plus the TTO.I would NEVER swallow any of this stuff but I do swish it thoroughly for a minute or two through my teeth with water to carefully rinse my mouth after brushing."
CHILD_000751,KB_00751,REC_080,B002N0MZLM,Health_and_Personal_Care,"Tea tree oil is one of the most used essential oils I use, so it was handy and cost-effective to buy it in this larger 2 oz size. Tea Tree oil is a must have in any household! There are soooo many wonderful uses for it, and it is all natural! I love to dab some on a pimple....it's a great antibacterial! But, the most useful for me thus far has been using it as an anti-fungal on my feet!",80,KB_00751,"Tea tree oil is one of the most used essential oils I use, so it was handy and cost-effective to buy it in this larger 2 oz size. Tea Tree oil is a must have in any household! There are soooo many wonderful uses for it, and it is all natural! I love to dab some on a pimple....it's a great antibacterial! But, the most useful for me thus far has been using it as an anti-fungal on my feet!"
CHILD_000752,KB_00752,REC_080,B002N0MZLM,Health_and_Personal_Care,"love this scent but wish it was a cheaper price,use alot doing massages.I think I may prefer tea tree to this but is a good scent",26,KB_00752,"love this scent but wish it was a cheaper price,use alot doing massages.I think I may prefer tea tree to this but is a good scent"
CHILD_000753,KB_00753,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"Rooting can theoretically open you up to malware, since it grants access to the system files. However the benefits likely outweigh the risks, as you'd be able to use the Marquee as a WiFi hotspot under your unlimited data plan with Boost.WiFi TetheringThere are several apps out there that claim to add WiFi tethering capability to cell phones without rooting your phone. I intend to explore those options, and will post an update here, if any of those apps pan out.",81,KB_00753,"Rooting can theoretically open you up to malware, since it grants access to the system files. However the benefits likely outweigh the risks, as you'd be able to use the Marquee as a WiFi hotspot under your unlimited data plan with Boost.WiFi TetheringThere are several apps out there that claim to add WiFi tethering capability to cell phones without rooting your phone. I intend to explore those options, and will post an update here, if any of those apps pan out."
CHILD_000754,KB_00754,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"True, at one time, prepaid cell phones were old technology that no one wanted, but that's no longer the case. Both Boost and Virgin have several smartphone options; even Blackberry if you're set on clinging to that dying brand. But no-contract carriers are getting better phones now; a few are even top-notch. Virgin has the Triumph and now Boost has the LG Marquee, which only a few months ago was a contract phone offered through Sprint.",76,KB_00754,"True, at one time, prepaid cell phones were old technology that no one wanted, but that's no longer the case. Both Boost and Virgin have several smartphone options; even Blackberry if you're set on clinging to that dying brand. But no-contract carriers are getting better phones now; a few are even top-notch. Virgin has the Triumph and now Boost has the LG Marquee, which only a few months ago was a contract phone offered through Sprint."
CHILD_000755,KB_00755,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"I downloaded a countdown app for my Thrive tablet a few months back and have been literally tracking the days until I was freed from my cell phone contract and able to jump ship. In that time, I've done plenty of research into no-contract phones, and honed in on either Virgin Mobile's Motorola Triumph or Boost Mobile's LG Marquee. I even bought a $5 flip phone at Target and activated it with $10 of minutes just to test out Virgin's network.",81,KB_00755,"I downloaded a countdown app for my Thrive tablet a few months back and have been literally tracking the days until I was freed from my cell phone contract and able to jump ship. In that time, I've done plenty of research into no-contract phones, and honed in on either Virgin Mobile's Motorola Triumph or Boost Mobile's LG Marquee. I even bought a $5 flip phone at Target and activated it with $10 of minutes just to test out Virgin's network."
CHILD_000756,KB_00756,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"The battery is lasting me all day with light use, but it does drop quickly under heavy use. I think under constant use, I'd probably get roughly 4 hours. When I'd use my old phone as a WiFi hotspot, it would die after about an hour, even plugged into the wall. So clearly it was using more power than it could take in. I haven't rooted the Marquee yet, so I have not used it as a hotspot.",78,KB_00756,"The battery is lasting me all day with light use, but it does drop quickly under heavy use. I think under constant use, I'd probably get roughly 4 hours. When I'd use my old phone as a WiFi hotspot, it would die after about an hour, even plugged into the wall. So clearly it was using more power than it could take in. I haven't rooted the Marquee yet, so I have not used it as a hotspot."
CHILD_000757,KB_00757,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"Remember, 4g speeds are not available everywhere, nor are they consistently offered, even in the markets where they are available. 3g isn't even available everywhere, so a lot of people are being suckered into technology that isn't yet fully supported. Besides, with my tablet, my cell phone is actually only needed for calls. Hmm... imagine that!",56,KB_00757,"Remember, 4g speeds are not available everywhere, nor are they consistently offered, even in the markets where they are available. 3g isn't even available everywhere, so a lot of people are being suckered into technology that isn't yet fully supported. Besides, with my tablet, my cell phone is actually only needed for calls. Hmm... imagine that!"
CHILD_000758,KB_00758,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"The YouTube videos I've loaded play smoothly with no redundant buffering; no better or worse than any device I've used. My tablet has become my primary go-to device, and I don't see any cell phone replacing my tablet's functionality. So for me, Marquee fits quite well into my tech lineup, and holds its own.Battery LifeEvery manufacturer exaggerates battery life with their devices. If you're a heavy user, then you likely won't be satisfied with the battery life of any smartphone.",80,KB_00758,"The YouTube videos I've loaded play smoothly with no redundant buffering; no better or worse than any device I've used. My tablet has become my primary go-to device, and I don't see any cell phone replacing my tablet's functionality. So for me, Marquee fits quite well into my tech lineup, and holds its own.Battery LifeEvery manufacturer exaggerates battery life with their devices. If you're a heavy user, then you likely won't be satisfied with the battery life of any smartphone."
CHILD_000759,KB_00759,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"I purchased the cell phone service with Boost Mobile because of the high cost of my contracted phone service. Needless to say, I am unable to use the cell phone at home. I contacted Boost Mobile several times and was told they had a broken cell tower in my area. However, after visiting a local Boost Mobile dealer I was told that the reception was bad in my area. Oh well back with my contracted service provider.",77,KB_00759,"I purchased the cell phone service with Boost Mobile because of the high cost of my contracted phone service. Needless to say, I am unable to use the cell phone at home. I contacted Boost Mobile several times and was told they had a broken cell tower in my area. However, after visiting a local Boost Mobile dealer I was told that the reception was bad in my area. Oh well back with my contracted service provider."
CHILD_000760,KB_00760,REC_081,B006ZPCQBA,Cell_Phones_and_Accessories,"So I've been itching to get a no-contract smartphone and stop being needlessly gouged by contract service providers. I was leaning heavily toward Triumph, but at the last minute, decided on the Marquee for a few specific reasons.First Things First:Now that my Sprint contract is finally up, I feel like I've just been released from prison or something, and vow to never get suckered into another cell phone contract again. I've been under contract with AT&T;, Verizon and now Sprint.",80,KB_00760,"So I've been itching to get a no-contract smartphone and stop being needlessly gouged by contract service providers. I was leaning heavily toward Triumph, but at the last minute, decided on the Marquee for a few specific reasons.First Things First:Now that my Sprint contract is finally up, I feel like I've just been released from prison or something, and vow to never get suckered into another cell phone contract again. I've been under contract with AT&T;, Verizon and now Sprint."
