chunk_id,doc_id,record_id,asin,category,text,n_words
PASS_000635,KB_00622,REC_052,B000BO63OC,Toys_and_Games,"The table installs pretty quick. Lifting the table and moving it around was the only issue.Assembly was less than 10 mins. So far, we have not had anything to complain about. I will certainly recommend this table to anyone",39
PASS_000636,KB_00623,REC_052,B000BO63OC,Toys_and_Games,"Stiga makes T8612 which is widely available and T8612A available on in Sports Chalet (in California). The T8612A seems to be half the price of T8612. Does anyone know how both of them compare with each other?Both of them look sturdy construction, smooth table top with protected corners.Thanks",48
PASS_000637,KB_00624,REC_052,B000BO63OC,Toys_and_Games,"My wife surprised me with the Ping Pong table for Christmas this year (2011). My first thought when the package arrived was ""There goes the rest of my day putting this thing together."" To my surprise it came out of the box ready to play. We set it up in the garage and have only left its warm embrace to eat, sleep, and write a review!Great table! Make sure you buy paddles and balls, it does not come with.",79
PASS_000638,KB_00625,REC_052,B000BO63OC,Toys_and_Games,"If I were to buy another table I would not buy this brand again. Jeff, San Diego",17
PASS_000639,KB_00626,REC_052,B000BO63OC,Toys_and_Games,Easy to put together! Great table. Been very happy with it!!! Would recommend to any body...very durable and cleans up well!,21
PASS_000640,KB_00627,REC_052,B000BO63OC,Toys_and_Games,This gift arrived exacting on the date promised and it was in great shape. It was a gift for my grandchildren and they loved it. It was easy to assemble and move around. They have had a great time playing with the table. I would highly recommend the table and the shipping worked out great as well.,57
PASS_000641,KB_00628,REC_052,B000BO63OC,Toys_and_Games,"I was worried that setting up a table tennis table would take hours and I kept a whole weekend aside for it. I was most pleasantly surprised. I spent 10 minutes setting this up, including time to rip open the packaging and we were up and playing within 20 minutes of the box being placed in our basement.If you want to have a table set up before a weekend party and you are ordering this as a last minute thing- then go ahead and do it! The table arrived two days earlier than stated in the confirmation email and was in good condition.",103
PASS_000642,KB_00629,REC_052,B000BO63OC,Toys_and_Games,"I bought this table back in July, it is now December. Overall I like the table but one side of the table top wood is warping. I play ping pong with some really good players and the warp does effect the outcome of the game. The warp is about 3/4&#34; in the center and only one side is warping so it is very noticeable. I would only recommend this table for kids or beginners only. Also we have always kept the table in our front living room away from any elements that would normally cause warping by weather etc.",99
PASS_000643,KB_00630,REC_052,B000BO63OC,Toys_and_Games,I will certainly recommend this table to anyone,8
PASS_000644,KB_00631,REC_052,B000BO63OC,Toys_and_Games,"We recommend you buy a better $30-$50 net set, but the table itself is of excellent quality and highly recommended by our club!!",23
PASS_000645,KB_00632,REC_052,B000BO63OC,Toys_and_Games,If I were to buy another table I would not buy this brand again.,14
PASS_000646,KB_00633,REC_052,B000BO63OC,Toys_and_Games,I would only recommend this table for kids or beginners only.,11
PASS_000647,KB_00634,REC_052,B000BO63OC,Toys_and_Games,I would highly recommend the table and the shipping worked out great as well.,14
PASS_000648,KB_00635,REC_052,B000BO63OC,Toys_and_Games,Would recommend to any body...very durable and cleans up well!,10
PASS_000649,KB_00636,REC_052,B000BO63OC,Toys_and_Games,Doesn't get much easier than this.,6
PASS_000650,KB_00637,REC_052,B000BO63OC,Toys_and_Games,"Because it is two pieces held together by the net anchors, it is much easier to work with and around than an ordinary table and this does not affect play.Its on a screened in porch and its been there through 3 light snow storms and its in indirect sun much of the day.",53
PASS_000651,KB_00638,REC_052,B000BO63OC,Toys_and_Games,When the company was called the individual that I spoke to did not want to listen to what I had to say and only wanted to know the number of the part needed to be replaced.,36
PASS_000652,KB_00639,REC_052,B000BO63OC,Toys_and_Games,The delivery team dropped off garage and I had to get neighbor to help me carry down to basement.,19
PASS_000653,KB_00640,REC_052,B000BO63OC,Toys_and_Games,"Even though this table appears to be of excellent quality so far, I rate it low because of the company support. The table arrived by truck and was unloaded by fork lift on a wood pallet. It weighed almost 300 pounds as shipped and was packaged very well and had no damage from shipping. However, there was a defect in workmanship on one of the folding legs with the wheels and the part had to be replaced to make the leg secure. When the company was called the individual that I spoke to did not want to listen to what I had to say and only wanted to know the number of the part needed to be replaced. In order to replace the part and install the new part I had to grind a rivet out and use a nut and bolt to replace it. Another nut and bolt could not be removed therefore it had to be cut off and a new nut and bolt used to replace it. I was able to do this but some individuals may not and have to hire someone to do it. The individual that I spoke to on the phone was very",200
PASS_000654,KB_00640,REC_052,B000BO63OC,Toys_and_Games,"not and have to hire someone to do it. The individual that I spoke to on the phone was very adamant that the rivet and bolt and nut could be removed with a phillips screw driver and hammer and used again. If that is true, I must be stupid. I have never seen a rivet that could be reused with any quality or reliability. I will have to say that the replacement part came promptly when ordered, however these parts are mirror images of each other for opposite legs and of course I received the wrong one so I just made do. It just folds in the wrong direction but it does not hurt anything. I would give the table a 4 star rating but company support a Zero.",129
PASS_000655,KB_00641,REC_052,B000BO63OC,Toys_and_Games,"Be careful when buying table tennis tables...they can take hours to assemble depending upon the manufacturer.  This table, however, is a cinch!  We were playing in 15 minutes.  It took 10 of those minutes to carefully remove the table from the shipping carton.The table is good quality and very sturdy.  The breakaway into 2 pieces is a great feature for storage and portability, not to mention extra table space for yard sales.I'd buy the same table again in a heartbeat.",80
PASS_000656,KB_00642,REC_053,B001AEZIY8,Toys_and_Games,"The thrusters and blasters were also painted to add a bit of color seperation. Also, it could really do with some panel lines. Revell has incorperated great detail into this model, with many lines all around the hull that can easily be picked out with some paint or a lining marker.As a model kit, it's actually very durable, but I don't reccomend playing with it. As a general rule, models are meant more for display than for play. You have action figure toys for that.Overall, it's a simple, nice, and faithful representation of the classic X-Wing fighter from the original Star Wars Trilogy.",103
PASS_000657,KB_00643,REC_053,B001AEZIY8,Toys_and_Games,"Price is descent and glad I bought it for its lite weight and dimensions!My youthful son didn't seem to care much if it was a heavier or more durable version of the X-Wing.The lite plastic parts are fairly straight forward for an adult to assemble like 15 minutes with a favorite beverage. :)I noticed that the laser cannons on each wing can fall off or break if a child isn't careful.Overall, I'm glad I purchased it and might buy the bigger more heavier and expensive version when my son gets older.",91
PASS_000658,KB_00644,REC_053,B001AEZIY8,Toys_and_Games,It seems pretty durable and it snaps together pretty well. If your child is just beginning to build models you will need to oversee the project a bit. All parts are wonderfully detailed and pre-painted. Instructions are pretty good if you've built kits before. I wish it was a large as the original X-Wings I built as a kid (curse you Lucas and your toady accounts). It'll look good sitting on a shelf. And it went together much better than at Trek model we bought that was rated at the same level.,92
PASS_000659,KB_00645,REC_053,B001AEZIY8,Toys_and_Games,"I really wanted to get a Star Wars model for a long time, and what better start to simple model building that the X-Wing. Pretty simple to put together, did it in about two hours, filing away the break points and slowly taking my time with it :) The instructions were pretty clear. Well laid out !Now, off to paint it !",62
PASS_000660,KB_00646,REC_053,B001AEZIY8,Toys_and_Games,"Oh, and it also comes with a nice set of landing gear. I suppose it compensates for a lack of a stand, but be warned. The cover for the landing gear in the front is very difficult to remove, evern though they give you a little finger indent. There are no problems with the rear landing gear, though.I will note some downsides to it. This is merely a personal preference, but I feel that the X-Wing is lacking in it's color choices. I went ahead and painted in a lot of the pieces that I didn't like; the blue cockpit looked too mellow (all of the light baby blue on this model generally looked ugly), so I painted it silver, and changed the ""vent"" colors to a black and gray.",130
PASS_000661,KB_00647,REC_053,B001AEZIY8,Toys_and_Games,"Not major, my son simply took it without the landing gear.We also got the Tie Fighter, so I'm hoping that goes well.In the end, my son and I built some toys that if he breaks, we can glue back together.",40
PASS_000662,KB_00648,REC_053,B001AEZIY8,Toys_and_Games,"My seven yr old loves this as he has really gotten into Star Wars lately. It was fairly easy to assemble, just need a little patience with the small parts. It has been very durable so far, which is always a plus with a 7 yr old. Overall, I was very pleased.",52
PASS_000663,KB_00649,REC_053,B001AEZIY8,Toys_and_Games,My 8 year old son loves advanced Lego sets and can build them fast. I'm always looking for other building kits/sets. This was a great set for him. It's similar building to Legos but a little less step by step. He enjoyed building it and needed very little assistance from me. I would definitely get him a different set at this level again.,63
PASS_000664,KB_00650,REC_053,B001AEZIY8,Toys_and_Games,"This is a great little model for me and my four year old to work on together. The pieces are already painted, and just snap together so I can actually give him pieces to put together instead of me doing all the work and him being bored (as in the paint and glue sets). Really fun!",56
PASS_000665,KB_00651,REC_053,B001AEZIY8,Toys_and_Games,I feel like I would mostly echo other reviewers but this was a great model at a great price.It went together well and looks great.I'm thinking about buying another to try doing a different paint scheme on myself.,38
PASS_000666,KB_00652,REC_053,B001AEZIY8,Toys_and_Games,"Maybe it's illustrated wrong, maybe I'm wrong, I don't know.",10
PASS_000667,KB_00653,REC_053,B001AEZIY8,Toys_and_Games,"Now I can easily put in the landing gear in order for me to display it on a flat surface, and easily remove the gear to display it in flight (using wire hung from ceiling).I didn't use glues/cements, but may go back and use adhesives on the four engines, just to minimize the gaps between pieces.I may also touch up the paint later, to add 'battle damage'.",67
PASS_000668,KB_00654,REC_053,B001AEZIY8,Toys_and_Games,"Maybe some glow-in-the-dark paint to the engines/cannons.Eventually, I hope to purchase 3 more of this same product, so that I can display them flying in formation (using fishing wire attached to the ceiling).I also purchased the Millenium Falcon model kit from Revell.",42
PASS_000669,KB_00655,REC_053,B001AEZIY8,Toys_and_Games,"This is merely a personal preference, but I feel that the X-Wing is lacking in it's color choices.",18
PASS_000670,KB_00656,REC_053,B001AEZIY8,Toys_and_Games,"I'm sure my son liked that part, but I was hoping for a little more teamwork putting it together.It's a snap-together model, so theres no glue or paint required.",29
PASS_000671,KB_00657,REC_053,B001AEZIY8,Toys_and_Games,Price is descent and glad I bought it for its lite weight and dimensions!My youthful son didn't seem to care much if it was a heavier or more durable version of the X-Wing.The lite plastic parts are fairly straight forward for an adult to assemble like 15 minutes with a favorite beverage.,52
PASS_000672,KB_00658,REC_053,B001AEZIY8,Toys_and_Games,"The pieces are already painted, and just snap together so I can actually give him pieces to put together instead of me doing all the work and him being bored (as in the paint and glue sets).",37
PASS_000673,KB_00659,REC_053,B001AEZIY8,Toys_and_Games,"I didn't buy my particular model from Amazon, since I got it on sale at Michaels, but I seem to see most people complaining that it's a model kit. Well, that's what it is.This is a Level 1 kit from Revell, so it requies no glue or paint to complete for the original ""stock"" look as shown on the box. The box art is actually very accurate; they show it straight-built, with even the nub marks still visible. Once you take it out of the box, like a traditional model it, you must cut the parts out of the ""plates"" and clean them up. From there it's simple snap and go. The parts are all pre-painted; Revell was nice enough to add all the red, orange, blue, gray, etc. on the plastic parts for you. It even comes with two little rubber figures of R2-D2 and Luke Skywalker. They are VERY detailed and painted completely, and I must say...the paint they use is GREAT, since it takes a lot of rubbing to make it come off. The Luke Skywalker figure, however, looks rather awkward in the cockpit; he simply looks like he's lying down more than he's sitting. Oh, and",200
PASS_000674,KB_00659,REC_053,B001AEZIY8,Toys_and_Games,"however, looks rather awkward in the cockpit; he simply looks like he's lying down more than he's sitting. Oh, and it also comes with a nice set of landing gear. I suppose it compensates for a lack of a stand, but be warned. The cover for the landing gear in the front is very difficult to remove, evern though they give you a little finger indent. There are no problems with the rear landing gear, though.I will note some downsides to it. This is merely a personal preference, but I feel that the X-Wing is lacking in it's color choices. I went ahead and painted in a lot of the pieces that I didn't like; the blue cockpit looked too mellow (all of the light baby blue on this model generally looked ugly), so I painted it silver, and changed the ""vent"" colors to a black and gray. The thrusters and blasters were also painted to add a bit of color seperation. Also, it could really do with some panel lines. Revell has incorperated great detail into this model, with many lines all around the hull that can easily be picked out with some paint or a lining marker.As a",200
PASS_000675,KB_00659,REC_053,B001AEZIY8,Toys_and_Games,"many lines all around the hull that can easily be picked out with some paint or a lining marker.As a model kit, it's actually very durable, but I don't reccomend playing with it. As a general rule, models are meant more for display than for play. You have action figure toys for that.Overall, it's a simple, nice, and faithful representation of the classic X-Wing fighter from the original Star Wars Trilogy. It only takes a day or two to build, detail, and paint. If you're looking for a durable, pre-built toy that can take a serious thrashing, though, I'd say look for an actual toy instead of a model.",109
PASS_000676,KB_00660,REC_054,B004G32WA8,Toys_and_Games,"there are better cases on the market, but they are much more expensive. if you are looking for a case that will hold the tiles and racks and other things you need for the game, this will do it. i'm happy with my purchase",44
PASS_000677,KB_00661,REC_054,B004G32WA8,Toys_and_Games,"Lovely soft sided case can hold complete set of American Mahjong tiles, four racks, and accessories. Light weight easy to carry with handle and shoulder strap. The tote is a nice accessory I use both with and without the case.",40
PASS_000678,KB_00662,REC_054,B004G32WA8,Toys_and_Games,"I love the concept of this case, however the 2nd time I used it the handle broke off. It does hold everything as stated ( racks, pushers and tiles)  The soft zip bags for the tiles are great. I am going to try to see if I can get it repaired. It is possible I just received one that had a weakness.",62
PASS_000679,KB_00663,REC_054,B004G32WA8,Toys_and_Games,"Fits all my mah jongg racks, pushers and tiles. Easy to carry since it is lightweight. Very happy with it.",20
PASS_000680,KB_00664,REC_054,B004G32WA8,Toys_and_Games,"This is a light weight, easy to care, case that fits racks, pushers, and tiles. I recommend it highly. It is so much easier than the hard, heavy cases.",29
PASS_000681,KB_00665,REC_054,B004G32WA8,Toys_and_Games,Great for travel or just storing your Mahjong set in the house. I took it on a cruise and it was much easier to handle than my hard case would have been. Racks with pushers fit into it with all the tiles.,42
PASS_000682,KB_00666,REC_054,B004G32WA8,Toys_and_Games,My original case was falling apart after only 2 years (made of cardboard). A friend has one of these and I think they're great. Only thing you have to watch is you don't know if you have all the tiles by sweeping them into the cases. You will only find out when setting up game. Will consider looking into case for racks as mine are wood and I don't want them to break if I drop the case.,78
PASS_000683,KB_00667,REC_054,B004G32WA8,Toys_and_Games,"I do like the bag; everything fits, easy to carry. The only reason I gave it 4 stars instead of 5 stars was that I really, really wanted a hard case, but was not able to purchase one separately. All hard cases come with a full MahJongg set... which I do not need. And- I was unable to find a contact number for Yellow Mountain Imports... no person to contact for help.",72
PASS_000684,KB_00668,REC_054,B004G32WA8,Toys_and_Games,I have a mah jongg case that I have been struggling with because it is very heavy and hard for me to carry. I saw this one and it was on sale so I decided to try it. It is great! Meets my expectations and is HALF the weight of the other. I like the pouches for the tiles. There are no protective coverings for the racks but I bought tube sox that fill that need. I would recommend this bag for anyone looking for a nice case to carry their mah jongg game in.,95
PASS_000685,KB_00669,REC_054,B004G32WA8,Toys_and_Games,I was delighted with my purchase of the Leatherette Mahjong Case. This replaced my old hard surface case that was nicked andunattractive. This case has 2 soft internal cases for the tiles and a tote that holds extra tiles and chips leaving plenty of room for my 4 racks . The case can also be wiped down with a damp cloth if needed. Everything fits in this case neatly; my old case sprung its hinges if you did not put the tiles and racks exactly perfect.,86
PASS_000686,KB_00670,REC_054,B004G32WA8,Toys_and_Games,"Lovely soft sided case can hold complete set of American Mahjong tiles, four racks, and accessories.",16
PASS_000687,KB_00671,REC_054,B004G32WA8,Toys_and_Games,"It does hold everything as stated ( racks, pushers and tiles)  The soft zip bags for the tiles are great.",20
PASS_000688,KB_00672,REC_054,B004G32WA8,Toys_and_Games,"if you are looking for a case that will hold the tiles and racks and other things you need for the game, this will do it.",26
PASS_000689,KB_00673,REC_054,B004G32WA8,Toys_and_Games,"The only reason I gave it 4 stars instead of 5 stars was that I really, really wanted a hard case, but was not able to purchase one separately.",29
PASS_000690,KB_00674,REC_054,B004G32WA8,Toys_and_Games,Will consider looking into case for racks as mine are wood and I don't want them to break if I drop the case.,23
PASS_000691,KB_00675,REC_054,B004G32WA8,Toys_and_Games,This case has 2 soft internal cases for the tiles and a tote that holds extra tiles and chips leaving plenty of room for my 4 racks .,28
PASS_000692,KB_00676,REC_054,B004G32WA8,Toys_and_Games,There are no protective coverings for the racks but I bought tube sox that fill that need.,17
PASS_000693,KB_00677,REC_054,B004G32WA8,Toys_and_Games,"Fits all my mah jongg racks, pushers and tiles.",9
PASS_000694,KB_00678,REC_054,B004G32WA8,Toys_and_Games,Everything fits in this case neatly; my old case sprung its hinges if you did not put the tiles and racks exactly perfect.,23
PASS_000695,KB_00679,REC_054,B004G32WA8,Toys_and_Games,"This is a light weight, easy to care, case that fits racks, pushers, and tiles.",15
PASS_000696,KB_00680,REC_055,B00DJ4PJ64,Toys_and_Games,"This is our first foray into Lego Advent Calendars and with it being the 2nd of December today, we have opened up the first two doors. So far, our son (9) is very pleased with it. The mini-figures are cool and he can add those to his many Lego Star Wars sets after the holiday. These are a little on the expensive side when compared to simple advent calendars, but they do of course offer items that your children can use and play with well into the future. If you see this on sale and your kids like Star Wars and Lego buy this without hesitation.",106
PASS_000697,KB_00681,REC_055,B00DJ4PJ64,Toys_and_Games,"This is more in line with the first (2011) Lego Star Wars Advent Calendar (which contained 266 pieces and also had an MSRP or $39.99), and feels more reasonable in general, especially when you can sometimes get it on sale for even less than this.So, whether you collect Lego advent calendars, Lego Star Wars sets, Lego Star Wars mini figures, or some combination of these, I think you'll find something worthwhile about this set. Not to mention they are a blast to open when the holidays finally get here (I've really enjoyed it the past two years, and am glad I'll get to make it three years in a row).",110
PASS_000698,KB_00682,REC_055,B00DJ4PJ64,Toys_and_Games,"We got one of these for our boy and a pair of the &#34;Friends&#34; sets for our girls. They all loved them.This set includes several small build-able ships, stationary figures and mini-figs that create a great little set over the count down. Our kids like building each piece every night and then as they had more and more built pieces they had fun playing with all of them together as a set.We found it to be a really fun countdown that also helps the little ones understand the number of days to Christmas.",93
PASS_000699,KB_00683,REC_055,B00DJ4PJ64,Toys_and_Games,"My 8 yr old son was SOOOOOO excited about this when recvd. However, we are on December 15th, and he's gotten mostly spaceships. Every so often, he'll get a mini-figure - droid usually - but almost everyday, it's become a little joke now - &#34;Another spaceship today?&#34;  I think because there are SOOOOO many figures out there, and you are paying $40 for something that can't really be used again, the least Lego could have done was put a few more of the ever-clamored-after figures in instead of 90% spaceships.",90
PASS_000700,KB_00684,REC_055,B00DJ4PJ64,Toys_and_Games,"Received my 2013 Lego Star Wars Advent Calendar the other day, and thought I'd put together a quick review for those who might also be considering getting one. As with the previous Lego Star Wars Advent Calendars, one of the best parts about this one is that it included NINE mini figures (including the EXCLUSIVE Santa Jango Fett figure). In addition to this exclusive figure you get, Young Boba Fett (nice that they kept the family together for the holidays! ), Scout Trooper, R5-F7, Rebel Commando, Clone Trooper, Battle Droid, Geonosian Pilot, and FA-4.",94
PASS_000701,KB_00685,REC_055,B00DJ4PJ64,Toys_and_Games,"I'm a big fan and avid collector of Lego Star Wars Mini Figures, so it's great to see so many figures again. And, I think they did a nice mix of original trilogy and prequel (though I always prefer more original trilogy when possible).You also get some new and nice new ships etc. from both the original trilogy and the prequel. I'm always amazed how they can make some of these ships/items look so good using so few small pieces each. Not always perfect, mind you, but always good enough that you can tell what it's supposed to be (and often much better than that).Since there were a lot of complaints about the fewer pieces and higher price in last year's, I thought I'd also note that the Lego 2013 Star Wars Advent Calendar increased the number of pieces and decreased the price this year (last year there were 234 pieces and the MSRP was $49.99, this year there are 254 pieces ant the MSRP is $39.99).",167
PASS_000702,KB_00686,REC_055,B00DJ4PJ64,Toys_and_Games,"This has been fun so far, we are on day nine. My boys are more excited about the mini figures than the mini ships though. So far we have gotten lots of ships and few figures.",36
PASS_000703,KB_00687,REC_055,B00DJ4PJ64,Toys_and_Games,"Not sure if we missed some instructions or what, but we found the calendar lacking in stability as a self-supporting, standing structure. However, kids loved the mini figures and there was a lot of product for the price. Get it on sale...I wouldn't have been happy paying full price. For what I paid, though, good deal.",56
PASS_000704,KB_00688,REC_055,B00DJ4PJ64,Toys_and_Games,"We purchase the Star Wars Lego calendar every year. Make sure you purchase early! We always purchase RIGHT when they come out because they sell out every year. We are happy with the calendar, as we have been every year.",40
PASS_000705,KB_00689,REC_055,B00DJ4PJ64,Toys_and_Games,One of the reasons I purchased this item was because the item description indicated that the pieces came in a container to open each day of December. You have to come up with your own advent container. I would not have order this Lego  product if I had known that it was only the Lego pieces. Therefore I am returning this product.,62
PASS_000706,KB_00690,REC_055,B00DJ4PJ64,Toys_and_Games,"This is more in line with the first (2011) Lego Star Wars Advent Calendar (which contained 266 pieces and also had an MSRP or $39.99), and feels more reasonable in general, especially when you can sometimes get it on sale for even less than this.So, whether you collect Lego advent calendars, Lego Star Wars sets, Lego Star Wars mini figures, or some combination of these, I think you'll find something worthwhile about this set.",74
PASS_000707,KB_00691,REC_055,B00DJ4PJ64,Toys_and_Games,The mini-figures are cool and he can add those to his many Lego Star Wars sets after the holiday.,19
PASS_000708,KB_00692,REC_055,B00DJ4PJ64,Toys_and_Games,"Every so often, he'll get a mini-figure - droid usually - but almost everyday, it's become a little joke now - &#34;Another spaceship today?&#34;  I think because there are SOOOOO many figures out there, and you are paying $40 for something that can't really be used again, the least Lego could have done was put a few more of the ever-clamored-after figures in instead of 90% spaceships.",67
PASS_000709,KB_00693,REC_055,B00DJ4PJ64,Toys_and_Games,"I'm a big fan and avid collector of Lego Star Wars Mini Figures, so it's great to see so many figures again.",22
PASS_000710,KB_00694,REC_055,B00DJ4PJ64,Toys_and_Games,"As with the previous Lego Star Wars Advent Calendars, one of the best parts about this one is that it included NINE mini figures (including the EXCLUSIVE Santa Jango Fett figure).",31
PASS_000711,KB_00695,REC_055,B00DJ4PJ64,Toys_and_Games,"They all loved them.This set includes several small build-able ships, stationary figures and mini-figs that create a great little set over the count down.",24
PASS_000712,KB_00696,REC_055,B00DJ4PJ64,Toys_and_Games,My boys are more excited about the mini figures than the mini ships though.,14
PASS_000713,KB_00697,REC_055,B00DJ4PJ64,Toys_and_Games,"However, kids loved the mini figures and there was a lot of product for the price.",16
PASS_000714,KB_00698,REC_055,B00DJ4PJ64,Toys_and_Games,One of the worse Lego sets ever got.,8
PASS_000715,KB_00699,REC_055,B00DJ4PJ64,Toys_and_Games,Grandson loves star wars Lego and  enjoys opening a workable addition to his sets each day.,16
PASS_000716,KB_00700,REC_055,B00DJ4PJ64,Toys_and_Games,"Received my 2013 Lego Star Wars Advent Calendar the other day, and thought I'd put together a quick review for those who might also be considering getting one. As with the previous Lego Star Wars Advent Calendars, one of the best parts about this one is that it included NINE mini figures (including the EXCLUSIVE Santa Jango Fett figure). In addition to this exclusive figure you get, Young Boba Fett (nice that they kept the family together for the holidays!), Scout Trooper, R5-F7, Rebel Commando, Clone Trooper, Battle Droid, Geonosian Pilot, and FA-4. I'm a big fan and avid collector of Lego Star Wars Mini Figures, so it's great to see so many figures again. And, I think they did a nice mix of original trilogy and prequel (though I always prefer more original trilogy when possible).You also get some new and nice new ships etc. from both the original trilogy and the prequel. I'm always amazed how they can make some of these ships/items look so good using so few small pieces each. Not always perfect, mind you, but always good enough that you can tell what it's supposed to be (and often much better than that).Since there were",200
PASS_000717,KB_00700,REC_055,B00DJ4PJ64,Toys_and_Games,"always good enough that you can tell what it's supposed to be (and often much better than that).Since there were a lot of complaints about the fewer pieces and higher price in last year's, I thought I'd also note that the Lego 2013 Star Wars Advent Calendar increased the number of pieces and decreased the price this year (last year there were 234 pieces and the MSRP was $49.99, this year there are 254 pieces ant the MSRP is $39.99). This is more in line with the first (2011) Lego Star Wars Advent Calendar (which contained 266 pieces and also had an MSRP or $39.99), and feels more reasonable in general, especially when you can sometimes get it on sale for even less than this.So, whether you collect Lego advent calendars, Lego Star Wars sets, Lego Star Wars mini figures, or some combination of these, I think you'll find something worthwhile about this set. Not to mention they are a blast to open when the holidays finally get here (I've really enjoyed it the past two years, and am glad I'll get to make it three years in a row).",190
PASS_000718,KB_00701,REC_056,B003TO4YYC,Toys_and_Games,"We read through all the reviews we could before we chose this kitchen for our daughter for Christmas. It took a while to put together, but wasn't difficult--just time consuming. It has some wood pieces and some pressed board pieces, but is nice and sturdy. It doesn't have any ""counter space"" so we put a little end-table next to it for our daughter to ""prepare"" her food. Overall, I am very pleased.",72
PASS_000719,KB_00702,REC_056,B003TO4YYC,Toys_and_Games,"This is a great set. It took me about 4 hours to assemble. The hardest part was aligning the screews under the counter top to the center wall. The only down side to the set is the faucet - it moves around nicely but seems weak and I think will be prone to breaking. Otherwise a great set for a child that wants to ""play kitchen"". I would definitely recommend this set to family & friends.",76
PASS_000720,KB_00703,REC_056,B003TO4YYC,Toys_and_Games,"It's not solid wood - but the finishes are nice. The ""granite"" counter, while obviosly not real granite, has a cute, counter top like finish and doesn't look cheesy. The back of the kitchen is also finished nicely, which was important to us since we do not have it backed up against a wall.Our daughter loves playing with it - rummages through the cabinets, puts her dishes in the little sink, turns her ""faucet"" on and off. She loves playing with the dials that click.",85
PASS_000721,KB_00704,REC_056,B003TO4YYC,Toys_and_Games,"I love the red and white color scheme, including real gingham curtains. There is a white fridge, a two-burner stove with clicking knobs, an oven with similar knobs, a little microwave, a sink with a faucet that has a turn-able handle, and a cubby space to store kitchen what nots. It is made out of engineered wood with a wood-grain looking finish, and the black and white counter top is realistically styled to look like laminate, corian or granite counters. The quality latching mechanism of the doors clicks open and shut firmly.",92
PASS_000722,KB_00705,REC_056,B003TO4YYC,Toys_and_Games,"After doing a lot of research on play kitchens, I decided on this one. I am very happy with the decision. The kitchen arrived within 2 days of the order in a big box. I was a little overwhelmed by the number of pieces that were in the box. It took about 2 hours to put together, but the instructions were clear and the pieces were numbered. Now that the kitchen is put together, it looks great! The pieces are very durable and it is a great height for my tall 2-year-old.",92
PASS_000723,KB_00706,REC_056,B003TO4YYC,Toys_and_Games,"It's a good size; not so small that it's cramped and not so big that it takes up too much space. My tallish 2 1/2 year old seems quite comfortable with the height. Altogether, a great purchase; we really like it a lot.The above was my initial review; since then we still really like the kitchen, but I wanted to mention that the faucet piece broke pretty easily -- he hadn't even had it a month. It still looks fine, but it's really loose. Not that big a deal, but mildly annoying.",92
PASS_000724,KB_00707,REC_056,B003TO4YYC,Toys_and_Games,"this set has way to many parts, i would suggest this kitchen set to only advanced people who have had experience building models or such.",25
PASS_000725,KB_00708,REC_056,B003TO4YYC,Toys_and_Games,still works after 2 years so I would say its fairly sturdy considering how much stuff has been crashed into it and the doors have been slammed.,27
PASS_000726,KB_00709,REC_056,B003TO4YYC,Toys_and_Games,"Well built, well thought out toy. Our granddaughter loves it! Great value. Very heavy and durable. quality material and great instructions.",21
PASS_000727,KB_00710,REC_056,B003TO4YYC,Toys_and_Games,"We'll see if it keeps her attention for a while, but so far she enjoys playing with it.",18
PASS_000728,KB_00711,REC_056,B003TO4YYC,Toys_and_Games,My tallish 2 1/2 year old seems quite comfortable with the height.,12
PASS_000729,KB_00712,REC_056,B003TO4YYC,Toys_and_Games,The hardest part was aligning the screews under the counter top to the center wall.,15
PASS_000730,KB_00713,REC_056,B003TO4YYC,Toys_and_Games,"The ""granite"" counter, while obviosly not real granite, has a cute, counter top like finish and doesn't look cheesy.",19
PASS_000731,KB_00714,REC_056,B003TO4YYC,Toys_and_Games,"It is made out of engineered wood with a wood-grain looking finish, and the black and white counter top is realistically styled to look like laminate, corian or granite counters.",30
PASS_000732,KB_00715,REC_056,B003TO4YYC,Toys_and_Games,"It doesn't have any ""counter space"" so we put a little end-table next to it for our daughter to ""prepare"" her food.",22
PASS_000733,KB_00716,REC_056,B003TO4YYC,Toys_and_Games,The pieces are very durable and it is a great height for my tall 2-year-old.,15
PASS_000734,KB_00717,REC_056,B003TO4YYC,Toys_and_Games,"very durable, especially since my daughter enjoys openining and closing the doors over and over again.",16
PASS_000735,KB_00718,REC_056,B003TO4YYC,Toys_and_Games,to open and close and store things.,7
PASS_000736,KB_00719,REC_056,B003TO4YYC,Toys_and_Games,"the finished kitchen set is the cutest thing and worth the price and time it took to build.the only thing is maybe the last screw by the little phone and sink would not screww all the way in .. its a small support for the fridge shelf but, i believe if its taken out the other three screws should support it .i left mine slightly unscrewed i it becomes an issue for my daughter id remove it ..",78
