doc_id,record_id,qid,asin,category,source_file,review_text,n_words,source_field
KB_00474,REC_052,220569,B00G11D5JA,Cell_Phones_and_Accessories,train,"fast delivery, works amazing, i love the screen protector, set up was easy. just use a credit card to smooth out the bubbles.....",23,review_snippets
KB_00475,REC_052,220569,B00G11D5JA,Cell_Phones_and_Accessories,train,"Easy install, works just as described plus I have 2 more for a back up. Does a good job at cutting down the glare",24,review_snippets
KB_00476,REC_052,220569,B00G11D5JA,Cell_Phones_and_Accessories,train,"I use my ipad outside on the patio and this screen protector cuts the glare. It makes shopping online by the pool so much easier,  Love it!",27,review_snippets
KB_00477,REC_053,231010,B003NRHAH8,Electronics,train,"This is a nice and compact lens which I enjoy using on my NEX 7. Unfortunately, its sharpness is somewhat lacking especially when placed in more challenging situations (eg. low light street). I wish Sony will put out a better version of this lens - based on the photos I have seen... 3 stars is about right.",57,review_snippets
KB_00478,REC_053,231010,B003NRHAH8,Electronics,train,This is my third lens of the Sony Nex Cameras. Great pictures at all and  I don't heasitate in buying this lens.,22,review_snippets
KB_00479,REC_053,231010,B003NRHAH8,Electronics,train,"I have a Sony NEX-7 and I've used a handful of lenses, and honestly the 16mm is not among the best.If you already have the 18-55 kit lens this lens isn't that useful. You already have 18mm with image stabilization with the kit lens.The 16mm isn't that sharp either.I would say only buy this lens if you want to make your camera small enough to fit in a pocket, or if you plan on getting the fisheye conversion lens that attaches to the 16mm.",84,review_snippets
KB_00480,REC_053,231010,B003NRHAH8,Electronics,train,i use this as my everyday lens on my nex-5n. it makes the camera very compact and takes very nice pics. now hoping sony and others can start making more lenses for these cameras.,34,review_snippets
KB_00481,REC_053,231010,B003NRHAH8,Electronics,train,"Love My Sony Nex camera and this wide-angle lens expands my enjoyment! easy to slip on and off and because it's small, it fits easily into my camera bag. I wouldn't go anywhere without it!",35,review_snippets
KB_00482,REC_053,231010,B003NRHAH8,Electronics,train,"I am not start to use it for outside shooting, but I try it in-door.I'm using Sony Nex-5r, and since it's APS-C format camera, the 16mm will not as wild as 16mm, but it's about 24mm.For couple minutes for testing, I feel the focus ring is a little bit hard to rotate it. Otherwise, I think it's good.",58,review_snippets
KB_00483,REC_053,231010,B003NRHAH8,Electronics,train,I read the reviews about this pancake lens and the review said that this was a great lens. Once I placed this lens on my camera the picture quality was not good. The images look fuzzy and not clear. I tried to adjust my Sony Nex 5N setting but did not make a difference in the quality. Overall the lens is smaller and flat which reduced the weight of the camera. The lens also take wide angle photos but they are not good quality.,84,review_snippets
KB_00484,REC_053,231010,B003NRHAH8,Electronics,train,makes my NEX-7 very portable and great for macro shots!,10,review_snippets
KB_00485,REC_053,231010,B003NRHAH8,Electronics,train,"If you just need small (and not vey small), the 16-50 or Sigma 19 or 30 would work and are generally more useful.If you need very wide, this lens is pretty wide, but so is the 16-50. The key difference is the 16mm can take the fisheye and wide angle adapters, making it effectively a 12mm.",56,review_snippets
KB_00486,REC_053,231010,B003NRHAH8,Electronics,train,Don't bother trying to get the VCLECU1 to work with the SEL1650. I know from first-hand experience that it doesn't work. I thought hard about getting the SEL20F28/VCLECU1 combination but decided against it because it wouldn't be any better than the kit lense at 16mm and would be a lot more expensive. The other converter lens (VCLECF1 Fisheye Conversion Lens) has too much distortion.,64,review_snippets
KB_00487,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"My LG GS170 phone was bought at Walmart for a lower price (christmas pricing). In Package: Comes with power cord (recharging) and a T Mobile sim card (you have to call TMobile to activate your prepaid phone line and the sim card). Or you can get your own phone line with another carrier (they will require their own sim card).The phone is more of a backup phone (than my primary phone), but it is REALLY easy to use.",78,review_snippets
KB_00488,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"(Menu & Options)- The display power management has been co-opted to serve the vendor and not the customer. Power is wasted displaying useless stuff on the external display while you use the phone for a call. (you are a walking billboard for LG)- The software is not logically ordered. It takes several key presses to reach commonly used features and stuff you will have little use for has been ""pushed forward"" by T-Mobile in an attempt to get you to use services.",82,review_snippets
KB_00489,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"I signed up for a T-Mobile pay as you go phone because I don't use my phone much and they have the best per minute rate of all the carriers. The downside is you pay for the phone up front, unlike the last phone we got from Verizon for signing a new contract. The network coverage is nowhere as strong as my wife's LG Accolade Verizon phone, especially in fringe areas.",71,review_snippets
KB_00490,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"Loading an image through Bluetooth works, but you -must- be careful or you end-up with an incorrect file size or a bad file extension that the phone does not recognize. Hello Master Reset :)I have returned to using my Samsung A107, this LG T-Mobile branded phone is not ""good enough"" to take-up any more of my time.p.s.",57,review_snippets
KB_00491,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"My husband and I  have had a T-Mobile phone plan for ~10 years, so do all my grown children. We talk to each other using the free T-Mobile to T-Mobile plan. Anyway, another phone broke, instead of renewing a contract every time a new phone is needed, we buy one from Amazon. Works well for us, we appreciate the ability to buy one when we need one.",67,review_snippets
KB_00492,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"(I went online to find out. )I was able to set up my account,voice mail and other stuff with ease.The speakers and mike sound clear. The screan is easy to see and clean. I also like that it has Caller ID on the top flap so you can see who's calling before you answer.You also get a choice of plans. Pay as you go or one of T-Mobile's monthly subscriptions. Right now I chose pay as you go.",78,review_snippets
KB_00493,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"I always carried a charger with me with all of my previous Nokia phones. I have actually gotten a full 2 days out of this thing. That does surprise me.....I guess if you are like 60, have little fingers, and just want to call your grand kids once in a while, this thing is ok. If you want a phone you will use for a lot of texting, I would NOT recommend this thing.",74,review_snippets
KB_00494,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,My wife does not want a smart phone and found that this LG phone fit her needs well. She likes the ease of use.,24,review_snippets
KB_00495,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"this little phone is great for someone who doesn't want all the bells and whistles. Simple to use, large number pad, goof proof.",23,review_snippets
KB_00496,REC_054,280573,B006FJCLI4,Sports_and_Outdoors,train,"If that isn't what you're looking for, in other phones you can use the arrow keys to scroll through alternative words. Not this phone. You have to backspace over the wrong word, use a MENU to change to the alpha mode, then type in the word you want, then change back to the T9 mode.- It routinely skips telling you that you have messages.",64,review_snippets
KB_00497,REC_055,333170,B005KP1E14,Toys_and_Games,train,"This is my first RC Helicopter. The guy at the local hobby shop suggested this heli over a larger one (27"" from nose to tail) that was about the same price. The difference is that this is a ""hobby"" heli and not a ""toy"" heli. The difference is that ""toy"" heli's do not have replaceable parts, should you crash one too many times. ""Hobby"" heli's have fully replaceable parts.",69,review_snippets
KB_00498,REC_055,333170,B005KP1E14,Toys_and_Games,train,"It's held up well with only a couple of replacements (top main blades). Note that the canopy will crack easily, but he didn't stress over that, and we continued to use it. after 4 months, we bought a replacement canopy ($8), but still haven't put it on.At any rate, if you're looking for yourself or your kid, avoid the toy models, and start with this or its bigger brother, the Scout MCX.",72,review_snippets
KB_00499,REC_055,333170,B005KP1E14,Toys_and_Games,train,"It's a 4-channel, larger, and little more powerful. This is now his new favorite, and he flies it quite well. He still uses his Scout, and no doubt, his scout was what helped him be prepared to fly the MCX. Part of me wants to recommend the MCX ($75) if you're starting out, but I'd say the Scout is better if it's for a kid, and then you could upgrade later.",71,review_snippets
KB_00500,REC_055,333170,B005KP1E14,Toys_and_Games,train,"It performs beautifully and in high speed mode it cuts right through gentle winds, just make sure you've got fresh batteries when flying outside.If you've tried others without good results give this one a try. The difference will be night and day. The higher price is justified by better control and quality. I recommend this to anyone interested in RC Helicopters.",61,review_snippets
KB_00501,REC_055,333170,B005KP1E14,Toys_and_Games,train,"This thing is so much fun. Just sit on your couch and practice taking off and landing. If you have nothing to do, grab your helicopter.",26,review_snippets
KB_00502,REC_055,333170,B005KP1E14,Toys_and_Games,train,very easy to maneuver for a 7yrold. Fun right out of the box. More pricey than a &#34;toy&#34; helicopter but worth it.,22,review_snippets
KB_00503,REC_055,333170,B005KP1E14,Toys_and_Games,train,This helicopter is easy to fly for beginners and super fun. I recommend you get several batteries to extend the flying pleasure.,22,review_snippets
KB_00504,REC_055,333170,B005KP1E14,Toys_and_Games,train,"Easy to fly for anyone. Doesn't break easy, very tough and a lot of fun for indoor flying. I highly recommend this helicopter.",23,review_snippets
KB_00505,REC_055,333170,B005KP1E14,Toys_and_Games,train,This is my first RC helicopter and I love it.Pros:Not expensiveSmallEasy to flyCons:Battery can only last about 10 minsRecommended for RC Helicopter beginners!,23,review_snippets
KB_00506,REC_055,333170,B005KP1E14,Toys_and_Games,train,"i am resting it so the plastic solidifies but am worried to fly it right away. so, bottom line this is an awesome helicopter but don't fly it under furniture or fly it for a very long time.",38,review_snippets
KB_00507,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,"Now as for the product itself. It pretty much does what it says. It causes certain things under it to glow. I knocked off one star because the instructions in the package did not seem to match the item. Description on web site and the packaging indicate blue LEDs which is what it has. The instructions however, indicate blue and white LEDs with a 3 way switch for OFF, Blue and white light or just Blue light. The instructions in the package are incorrect.",84,review_snippets
KB_00508,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,"Sorry, not meaning to bash another person's review of a product, but some info needs to be clarified or corrected. In the description (and again on the packaging once you get the product) it says this item is meant to be placed ON TOP of a glass or plastic canopy OVER your fish tank. Of course, where else is somebody going to put it? Well, it is NOT meant to be placed UNDER a hood IN your fish tank where it is exposed to excessive moisture.",86,review_snippets
KB_00509,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,waste of money and I don't know how to fix it.,11,review_snippets
KB_00510,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,These put out a good amount of light for their size. I have two for my 75 gallon tank...could probably use three but I bought them primarily because my Silver Dollars don't like strong lighting. They seem to like this subdued lighting as they get around a lot more when these lights are on. If I were getting them for glofish I think I would buy three for anything 75 or larger. Overall they seem to be good quality made lights...I guess we'll see down the road.,87,review_snippets
KB_00511,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,I love this light! It adds lots of color to my glo fish and the tank. Very pleased with my purchase.,21,review_snippets
KB_00512,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,I haven't had this light too long and it wasn't cheap but started to fizzle out on me. It cant be in a regular aquarium hood as it need protection from moisture. I opened mine to see if there was something easy I could fix and the plug adapter fell right off. My freshwater tank had corroded it. It wasn't cheap and was really pretty as first but I would save your money as it will disintegrate over water.,79,review_snippets
KB_00513,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,"I have this on a 30 gallon high tank. It sits where the old light used to be, makes the whole tank glow perfectly. I like it very much!",29,review_snippets
KB_00514,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,Fight pop out of the darkness! Its really awesome! Makes out aquarium look neat and very beautiful. Thank you so much,21,review_snippets
KB_00515,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,Does exactly what it's supposed to do..give off blue lights to make neon corals glow brighter. I love it and would recommend it to anyone that has neon corals.,29,review_snippets
KB_00516,REC_056,336616,B007TGMJ4S,Pet_Supplies,train,"Bottom line, disregarding the manufacturer's error in the instructions, and if you actually know how to properly place this item so it does not corrode and fall apart from excessive moisture, you end up with a pretty blue lit fish tank with glowing things in it.",46,review_snippets
KB_00517,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,"I purchased this set over a year ago and use them quite frequently. I bought them because they were stainless steel and the low price. The measuring spoons are pretty cheap quality, they bend easily and some have even started to rust where they have gotten scratched (they may have gone through the garbage disposal on accident). The measuring cups are fine, just not the highest quality. They are pretty light but they have held up just fine. I will be purchasing higher quality cups and spoons in the future.",90,review_snippets
KB_00518,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,"It's hard to tell by the pictures but the cups are quite thin, you can squeeze the sides and they give quite a bit (I think if I tried I could completely bend them inward). I guess they're okay for the price. The measuring spoons seem good. If I had to do it over again I'd go with something a little stronger.",62,review_snippets
KB_00519,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,"They are of a good weight stainless steel. They took quite a while to arrive, over 10 days for sure. I wish there was a 2/3rds cup measuring cup.",29,review_snippets
KB_00520,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,"Yup did not pay a lot, but really cheap...quite thin in the material. I was expecting a higher quality. I doubt they will be durable long term.",27,review_snippets
KB_00521,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,I have a 20-year-old set of stainless steel measuring cups that have never once shown a speck of rust.,19,review_snippets
KB_00522,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,"There's nothing miraculous to note about these measuring cups. They're sturdy, stainless steel, and measure things you put into them. Nuff said.",22,review_snippets
KB_00523,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,GARBAGE and NOT Stainless Steel! The measuring cups rusted immediately in areas inside and on the bottom. They feel cheap. I am returning.,23,review_snippets
KB_00524,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,"well...what can i say? they are stainless steel, a nice set and they seem sturdy. I measure on a scale now, but its nice to have a solid set of measuring cups.",32,review_snippets
KB_00525,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,Very pleased with the cost of the product but that is about it. After only maybe a week of use the measuring cups have already gotten rust spots. So much for &#34;stainless steel&#34;.,33,review_snippets
KB_00526,REC_057,346373,B004WMP03E,Home_and_Kitchen,train,My daughter is converting from plastics in her kitchen and was searching for new measuring cups and spoons in stainless steel. These were so reasonably priced and are exactly what we expected! Nice product Amazon!,35,review_snippets
KB_00527,REC_058,348735,B003L14UCO,Office_Products,train,"I bought this cartridge as a back up when my Brother cartridge ran out of ink. Today, it ran out of ink, 5 months after I purchased it. The installation went smoothly but there is background black type on the page. I am still within the 6 month period. The background printing stopped after several sheets were printed. It is ok now.",62,review_snippets
KB_00528,REC_058,348735,B003L14UCO,Office_Products,train,Step 3 of install process says to pull out Sealing Tape slowly. There was no sealing tape.Installed and printer will not print?,22,review_snippets
KB_00529,REC_058,348735,B003L14UCO,Office_Products,train,"This toner cartridge was absolutely filthy with excess toner when I opened the package (plastic bag). It took 10 minutes of wiping the excess spilled toner off the cartridge before I could put it in the drum. I give it two stars, because it appears to print alright, after throwing the first two sheets away because of excess toner on the sheet.",62,review_snippets
KB_00530,REC_058,348735,B003L14UCO,Office_Products,train,"This cartridge yielded only 938 pages, far short of the 2600 that a true ""high-yield"" would print. Also, the print quality was deteriorating rapidly over the last several hundred pages. Considering the price, the yield was not that bad of a value, but the product is misrepresented as high-yield when it is not.",53,review_snippets
KB_00531,REC_058,348735,B003L14UCO,Office_Products,train,"Amazing life span, can't tell the difference between this refilled cartridge and a brand new one. Have been using it for 6 months now for about 5 copies a day and still not finished.",34,review_snippets
KB_00532,REC_058,348735,B003L14UCO,Office_Products,train,"I installed this toner cartridge a couple of weeks ago and it has been working great so far.Even if it doesn't last as long as the $48 Brother TN-360 unit, you can't beat it with a stick as you can buy 3 of these and spend about 6$ less. (If you buy these in a 3 pack, the ratio is about 5 to 1. )Go for it!",67,review_snippets
KB_00533,REC_058,348735,B003L14UCO,Office_Products,train,"There were a lot of good reviews about this replacement toner when I purchased it in November - and, at first, everything seemed fine. But the cartridge is reading at still over 60% full and there are 5 white lines up and down the pages. Cleaning has not worked to fix the problem. I just took the cartridge out and shook it and looked at the black roller - you can see the shiny lines on it where the white lines will appear.",83,review_snippets
KB_00534,REC_058,348735,B003L14UCO,Office_Products,train,"If one really knew how long a toner cartridge would last I would have given it 5 stars. At a 1/5 of the price regular stores it was worth the risk. The last compatible I bought from Amazon lasted about 2 years. I was originally disappointed when that one stopped working until I checked the purchase date. Time has away of getting away from us al,l especially at my age.",70,review_snippets
KB_00535,REC_058,348735,B003L14UCO,Office_Products,train,"I have a Brother 7840W all-in-one printer. The replacement toner cartridges would cost a minimum of $45 each from Staples, Office Depot or Office Max, even for a re-manufactured cartridge. This cartridge was $15 delivered. The cartridge arrived within 5 days, and was securely packaged with the standard box, inflated bubble sleeve, and heavy black plastic wrap.The difficulty with rating a toner cartridge shortly after delivery is that I don't yet know its performance over a long period of time.",80,review_snippets
KB_00536,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,This is a very heavy duty mitre saw stand. If you are going to use this in one location for extended periods of time then I would highly recommend it. The beauty of this beast is the fact that you can buy additional clamps and mount whatever you want on it. I am building out my woodshop and needed a space saving alternative for various benchtop tools. This is a great solution to the problem.,75,review_snippets
KB_00537,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"I recently purchased the DeWalt 718 sliding compound miter saw and needed a stand. My friend purchased the DeWalt saw stand for his saw, but I did not feel like the price reflected the value of the stand. I own several DeWalt tools and know their quality, but the saw stand left me wanting. If I needed to pay over $200 for a quality saw stand, it better have more than just someone's logo on it justify the purchase. I researched what seemed like every stand made that I could find.",91,review_snippets
KB_00538,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"Well serves my simple purpose: a platform for a rather hefty 12"" compound power miter saw. Yes, bench is lightweight but it does not budge when sawing or using my 12 1/2"" bench planer.Mass fights vibration. What about the bench's light weight? Mild vibration is not going to affect the accuracy of a cut by a miter saw or a bench planer. Nor would it be a problem, I think, for a bench drill press.",75,review_snippets
KB_00539,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"I started out looking for a sturdy mitre saw table and ended up with a versatile power tool stand that helped me gain needed space in my workshop. With the quick interchangeablilty of power tools, I was able to eliminated permanent stands and tables dedicated to individual power tools. I now stow table top grinders, scroll saws, sanders, etc. away then quickly and securely mount them on the PM7000 when needed. Changing tools takes about 20 seconds.",77,review_snippets
KB_00540,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"Scrap particle board across the length-wise 2x4's and I also had a shelf for storing the tools not in use on the bench. (My frame and not the tool rest take that significant additional weight.) Even extra shelf-feet so that I can add more tools, wife willing, to my cluttered shop.",51,review_snippets
KB_00541,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,I looked long and hard at the various miter work centers. The PM7000 appeared to be the best of the lot. I could not be happier with my purchase. Mine is in a more stationary use environment. I have purchased 2 additional PM7002 units to attach other work tools to the center.,52,review_snippets
KB_00542,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"So when the box gets dropped or something rammed in to it the WorkCenter gets the full force of the impact. I ended up returning the replacement center and kept the original, and figured that any other one that I received would have the same damage. The one good thing is that the damage does not impact the performance of the system, just a visual annoyance.When I purchase a NEW tool I expect it to be in perfect condition because I take pride in taking care of my tools.",89,review_snippets
KB_00543,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"I have not purchased this product yet and at this point probably will not. HTC appears to no longer be in business. The phone number listed on their web site and in the product manual has been disconnected. Amazon customer service cannot contact the company also. If any of the tools you intend to use with the product have offset mounting holes (not inline with the mounts), according to the product manual you must purchase kit J-104 that provides brackets to mount the tool to the supports.",87,review_snippets
KB_00544,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"I bought this stand to hold the new miter saw I got. I use this same stand at work & have been completley satisfied. I have used the vise more than I ever thought I would. The light is a nice attachment but, my favorite thing is all the extra plug ins. My shop is short on plug ins & this bench gives me more right where I need them. It's very sturdy and easily portable.",76,review_snippets
KB_00545,REC_059,353991,B000BKY63G,Tools_and_Home_Improvement,train,"The product itself is very sturdy and well built. Even though it is aluminum, it weighs alot. The included vise has heavy duty screw adjustment. The only problem was that the two rear mounting holes for my miter saw are closer together (toward the center) than the front holes. All I had to do was mount the saw on a piece of pressed wood and drill 4 holes for mounting on the arms of the work center.",77,review_snippets
KB_00546,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"I never review products much but felt I needed to on this. We just installed a 28' Doughboy, I was very excited to try this automatic pool cleaner. My complaints are as follows:  After many hours of being in the pool it missed several spots, it goes over and over the same spots continuously and also the vacuum gets stuck around the skimmer area where it's plugged in due to getting tangled around the hose.",75,review_snippets
KB_00547,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"I bought my Baracuda Ranger 5 years ago from a pool store for over $200, after returning an Aquabug that did not work for my situation. I have an above ground 18' round pool I installed myself, so the liner is a little wrinkled at the bottom. This cleaner really does a good job, especially considering the unlevel liner. My biggest complaint is that it does get stuck behind my ladder.",71,review_snippets
KB_00548,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"Assembled easily, However, connection to filter basket took some figuring, instructions could have been more detailed, they seemed incomplete. I use this in a 27' above-ground pool. It cleans fair, missed several spots. It tends to be influenced by filter return jet too much (did try re-aiming jet to different directions). Gets hung up on ladder, in spite of deflector ring. Does not clean walls. Still easier than manually scrubbing entire pool with pole/brush vacuum.",75,review_snippets
KB_00549,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,I have not had to clean my pool since I got the Baracuda. I have an above ground pool and it works great. Gets hung up on the ladder every now and then but I still love it. Wish I had bought one 10 years ago.,46,review_snippets
KB_00550,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"We purchased the baracuda because our last cleaner would go behind the ladder and get stuck. This one will not go behind the ladder, but occasionally the ring to prevent this hooks the bottom rung. We have an extension on our ladder, however, that is typically not on most ladders. Without that extension, I don't think the vac could ever get caught in the ladder.",65,review_snippets
KB_00551,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,I decided to wait an entire pool season before posting a review. This model did not disappoint one bit! We have a vinyl sided pool and the cleaner would even navigate on to the side of the pool and clean it. It was easy to assemble & hook up. It occasionally would get stuck on the ladder but we learned to remove it during the day while the pool was being cleaned. Very impressive for not a lot of money!,80,review_snippets
KB_00552,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"Works great, doesn't get stuck on my ladder once I changed valve setting to middle position. Great for the price. Fast shipping.",22,review_snippets
KB_00553,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"This unit works great. Easy to assemble. It works silently, cleaning the bottom of the pool without getting stuck by the ladder.",22,review_snippets
KB_00554,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,It works ok but always gets hung up in behind the ladder. It cleans my 12 x 24 pool good but can't leave it unattended.,25,review_snippets
KB_00555,REC_060,357402,B002HRET4M,Patio_Lawn_and_Garden,train,"This is a good pool cleaner, it has the strongest suction I have found yet, will pick up sticks, small pine cones and other debris. The one thing that could be improved is its mobility. It gets stuck on the side of my pool steps all the time.",48,review_snippets
KB_00556,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"This piece holds lots of media. Remember this isn't wood but hi-compressed cardboard with a thin backing. I fastened my unit to a closet wall. In order to do this, I made a custom shelf with support brackets and reinforced the inside top of the frame to anchor it to the wall. I trimmed about 2 1/2 inches off the base plate and used it to reinforce the top. I ended up with several extra shelves.",76,review_snippets
KB_00557,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,The shelf looks ok from a distance but the back is actually black cardboard. It is VERY unstable. It's dangerous really but too costly to return. We put the heaviest items on the bottom and lightest on the top but it is really too tall and narrow to be safe. I would not recommend this to anyone that ever has children or pets in the house.,66,review_snippets
KB_00558,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"I love this product it was what i have been looking for. I looked all over the place in big box stores and could not find this product any where. It stands perfect, but i wish I would have choosen a size bigger becasue i use it for dvds and im almost out of room already. The wood is made of a cheep product which for the price i was kinda disipointed. Next time i want to buy something like this i will spend the extra couple of bucks to recieve better quality wood.",94,review_snippets
KB_00559,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"Had it for almost a year now. This is a great buy, looks beautiful in my living room. Was easy to assemble.Looks like an expensive furniture.I highly recommend.",28,review_snippets
KB_00560,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"I like the look of this item and the fact that it holds a lot of CDs, and I guess it'll be okay because it is against a wall, but it is not entirely steady. I feel that it could topple over easily.",43,review_snippets
KB_00561,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"For the price, this is an excellent piece of furniture for storing games, CD's and DVD's. If you have children, I highly recommend using the wall attachment to keep it from falling over. The fact that it is so tall and so narrow (which is what I like about it), it could tip over very easily if not anchored.",59,review_snippets
KB_00562,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"It would after some few minutes fall back to the wall where I had placed it. I unloaded the unit and after several minutes the unit would still fall back, of course I have a carpeted floor, I have a simple solution for that problem. All in all I am very pleased with this product, I will be buying another.",60,review_snippets
KB_00563,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"After doing a lot of net shopping, I decided on this piece based on the looks and the price relative to the holding capacity. At $75, it's a good deal.It is easy to set up, but is relatively sturdy. It also looks a bit more expensive than it really is, which is good.The only negative is that the DVDs / CDs on each end will not be visible, because the wood frame projects into the holding area.",77,review_snippets
KB_00564,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"I like this particular rack for several reasons. Firstly, I like that many of my CD's are now at or near eye level due to its height. Even though it is just made of pressed wood, the construction and materials are of very good quality. Fit and finish are impressive. Assembly was a little complex, but there were no difficulties or parts that were missing or didn't fit. Directions were clear and well illustrated.",74,review_snippets
KB_00565,REC_061,366603,B001KW0BE2,Home_and_Kitchen,train,"This is much shorter than I expected.. and is indeed &#34;slim&#34; as it says in the title. Doesnt hold as many DVDs as Id hoped. Might have to get a second one, which at $90.. isnt ideal. Better planning would have lead me to get the double version of this bookcase in the first place. Guess that's my mistake. Get this if you dont have a big dvd collection. Its nice and wasnt hard to put together at all.",79,review_snippets
KB_00566,REC_062,370946,B002KJSD8K,Beauty,train,I think this works well. Doesn't smell great but also doesn't bother me. I bought one for my mom too.,20,review_snippets
KB_00567,REC_062,370946,B002KJSD8K,Beauty,train,"love this lotion, not greasy. Keeps skin soft, not sure I can tell about tightening, but like the feel  of it",21,review_snippets
KB_00568,REC_062,370946,B002KJSD8K,Beauty,train,"i just started using this a few days ago,and it makes my skin so soft,i dont know yet about its effects on cellulite but time will tell.I use a  scrub all over my body a few times a week,and then use this lotion,i had some dry,bumpy bits on my body but this has smoothed it and my skin feels lovely,if i works for cellulite then i will give it 5 stars.",71,review_snippets
KB_00569,REC_062,370946,B002KJSD8K,Beauty,train,great product for keratosis pilaris. moisturizing but light and absorbs quickly. will continue to purchase this product in the future. Amazon provides a much more economical price than my local dermatologist office.,32,review_snippets
KB_00570,REC_062,370946,B002KJSD8K,Beauty,train,Very nice lotion that smooths the skin. It is a bit pricy but I like the results. Another great product from Vivite.,22,review_snippets
KB_00571,REC_062,370946,B002KJSD8K,Beauty,train,"This surprisingly started off well then after a while started to clog my pores. I literally, had big acne in my inner thighs. This was the only product I was using to make sure that no other product would interfere which it. Way to expensive for what it did to my skin. As for my skin texture did absolutely nothing.",60,review_snippets
KB_00572,REC_062,370946,B002KJSD8K,Beauty,train,This product always improves my skin tone and look - I try to use it on my legs and arms daily.,21,review_snippets
KB_00573,REC_062,370946,B002KJSD8K,Beauty,train,This lotion is the bomb! I love all of my vivite products and this one does the job as expected.,20,review_snippets
KB_00574,REC_062,370946,B002KJSD8K,Beauty,train,"This is a really nice thick firming lotion. I like the way it smells, and it glides on easily and absorbs quickly.However, I wouldn't say it was worth the extra money. Most of the other firming creams that were $10-15, such as Nivea, worked a lot quicker and better, so I'd say hold off and try the Nivea Goodbye Cellulite firming serum or the Jergen's Skin Firming Lotion. Everyone's body reacts differently to different lotions, but I just wasn't that impressed.",81,review_snippets
KB_00575,REC_062,370946,B002KJSD8K,Beauty,train,This firming lotion was recommended by a plastic surgeon and i've found that it leaves the skin feeling very soft and moisturized - not exactly seeing the firming part as much yet....... i think twice a day is definitely needed and continued use.,43,review_snippets
KB_00576,REC_063,387700,B001RTL5L6,Sports_and_Outdoors,train,"The product was great when we received it. The easy to understand instructions made installation a breeze. However, within a week we started noticing problems. For starters, the lights' auto-off function would activate whilst we were in the darkest spots of town. Moreover, after we left the bikes (with the lights installed) out in the rain once, one set of the lights decided it didn't want to turn off.",69,review_snippets
